task1.time,task1.EpoRJAK2,task1.EpoRpJAK2,task1.p1EpoRpJAK2,task1.p2EpoRpJAK2,task1.p12EpoRpJAK2,task1.SHP1,task1.SHP1Act,task1.STAT5,task1.pSTAT5,task1.npSTAT5,task1.CISRNA,task1.CIS,task1.SOCS3RNA,task1.SOCS3
139.5,3.7611801525353847,0.12133912855940282,0.014834515578005483,0.05890524677386624,0.019960956579462997,26.56158922966385,0.1635107703361516,68.54350731548774,8.030712555339955,4.624407460932058,0.05811374715596209,25.23731837567253,0.056224204683862564,9.763503981378495
139.75,3.7611708583358707,0.12134209075993517,0.01483529926114347,0.05890885369329652,0.019962897975876182,26.56156384737568,0.16353615262431997,68.55701784647107,8.02242338528146,4.616812754132305,0.057925807794127815,25.237061988240466,0.05619298359452353,9.758082352010332
140.0,3.761161371146351,0.12134510992864136,0.014836098938113005,0.05891253631394107,0.019964883699075887,26.561538501513358,0.16356149848664675,68.57041115926788,8.014210018142295,4.609278287721195,0.05773901605111192,25.236636024784282,0.0561616702269133,9.75264469814582
140.25,3.76115169336918,0.1213481853511936,0.014836914411189723,0.058916293700536096,0.019966913194022915,26.561513191681154,0.16358680831885097,68.58368802358709,8.006071945434053,4.601803681741589,0.057553367362435624,25.23604187880813,0.05613026598323337,9.74719126328219
140.5,3.7611418273898227,0.12135131631915462,0.01483774548422235,0.05892012492471941,0.019968985908203098,26.561487917487945,0.1636120825120613,68.59684920467572,7.998008661673298,4.594388558355601,0.05736885715625147,25.235280936257272,0.05609877225535788,9.74172228912328
140.75,3.761131775577147,0.12135450212992917,0.014838591962614799,0.05892402906492376,0.019971101291507438,26.56146267854713,0.16363732145287185,68.6098954633459,7.99001966436024,4.587032541836172,0.05718548085477321,25.23435457548564,0.056067190424904274,9.73623801559182
141.0,3.761121540283716,0.1213577420867152,0.014839453653308268,0.05892800520627017,0.019973258796112277,26.561437474476605,0.16366252552339805,68.62282755600201,7.982104453957429,4.579735258558635,0.05700323387570563,25.233264167223414,0.05603552186330406,9.73073868084172
141.25,3.761111123846083,0.12136103549845516,0.014840330364763364,0.0589320524404613,0.019975457876359487,26.56141230489867,0.16368769510133213,68.63564623466786,7.9742625338684245,4.57249633699229,0.05682211163367451,25.2320110745446,0.05600376793187351,9.725224521270345
141.5,3.761100528585081,0.12136438167978746,0.014841221906942197,0.058936169865674695,0.019977697988636592,26.561387169440003,0.16371283055999902,68.64835224701378,7.96649341041648,4.5653154076919735,0.05664210954165643,25.230596652834574,0.05597192998188441,9.7196957715308
141.75,3.7610897556241056,0.12136777989636113,0.014842128101726805,0.05894035688765249,0.019979979516275795,26.561362067767114,0.16373793223288866,68.66094632946813,7.9587966012293805,4.558192101121419,0.05646322117498507,25.22902234433545,0.05594000932885636,9.714152660067713
142.0,3.761078807485312,0.12137122948477834,0.01484304875998131,0.0589446125581161,0.01998230173793435,26.561336999508274,0.16376300049172732,68.6734292224322,7.951171616756756,4.551126052406594,0.05628544230807811,25.22728947040464,0.055908007309241274,9.708595418960664
142.25,3.761067686827716,0.12137472979420315,0.014843983692678246,0.058948935896286137,0.019984663815238068,26.561311964291402,0.16378803570860012,68.68580166292263,7.9436179692251185,4.544116899011989,0.05610876895381003,25.225399332475458,0.05587592525296715,9.703024279156331
142.5,3.761056395835022,0.12137828015800249,0.014844932716288313,0.058953326044842665,0.01998706527196641,26.561286961762402,0.16381303823760035,68.69806438101524,7.936135176972246,4.537164279608714,0.05593319641286818,25.22335326103083,0.055843764470151526,9.697439468161242
142.75,3.761044936671004,0.12138187991473351,0.014845895648744351,0.05895778215385353,0.01998950563778669,26.56126199157144,0.1638380084285622,68.71021810253477,7.928722761189373,4.53026783490086,0.05575871998261807,25.22115257915701,0.0558115262610973,9.69184121177758
143.0,3.7610333114796215,0.12138552840808636,0.014846872309425031,0.058962303380713586,0.01999198444827532,26.56123705337289,0.16386294662711084,68.72226354908082,7.921380245901151,4.523427207616746,0.05558533495825293,25.218798602525577,0.05577921191635947,9.686229734114773
143.25,3.761021522385133,0.1213892249868273,0.014847862519138553,0.05896688889008406,0.0199945012449391,26.561212146825287,0.16388785317471316,68.73420143805401,7.914107157945605,4.516642042500155,0.05541303663394331,25.21629263937543,0.05574682271681196,9.680605257601096
143.5,3.7610095714922056,0.12139296900474159,0.01484886610010634,0.058971537853831725,0.01999705557523647,26.561187271591272,0.16391272840872767,68.74603248268205,7.9069030269541,4.509911986301579,0.055241820303986756,25.21363599049478,0.0557143599337144,9.67496800299527
