Time-Course Task

Problem Description:
    AutomaticStepSize: 0
    StepNumber: 1000
    StepSize: 0.25
    Duration: 250
    TimeSeriesRequested: 1
    OutputStartTime: 0
    Output Event: 0
    Start in Steady State: 0
    Use Values: 0
    Values: 

Method: Deterministic (LSODA)
    Integrate Reduced Model: 0
    Relative Tolerance: 1e-06
    Absolute Tolerance: 1e-12
    Max Internal Steps: 100000
    Max Internal Step Size: 0


Time-Course Result:

# Time	EpoRJAK2	EpoRpJAK2	STAT5	CIS	SOCS3	p12EpoRpJAK2	SHP1	CISRNA	SOCS3RNA	CISnRNA1	CISnRNA3	SOCS3nRNA1	SOCS3nRNA3	npSTAT5	CISnRNA4	p2EpoRpJAK2	SOCS3nRNA4	EpoRJAK2_CIS	SOCS3nRNA2	CISnRNA2	CISnRNA5	SOCS3nRNA5	pSTAT5	p1EpoRpJAK2	SHP1Act	
19.5	3.44597	0.168184	23.7743	0.0427877	1.18631	0.157781	26.6273	0.00417155	0.00683161	1092.02	298.368	0.00170417	0.00160143	17.8363	120.285	0.170676	0.00153869	-1.71559e-27	0.0016564	627.093	41.9226	0.00146762	43.7167	0.0336055	0.0977745	
19.75	3.45144	0.167919	23.9457	0.0466154	1.23073	0.154204	26.6266	0.00446033	0.00708743	1108.26	310.354	0.0017149	0.00161581	17.9295	126.829	0.169238	0.00155512	-1.95065e-27	0.00166888	643.911	44.8245	0.00148624	43.4813	0.0334221	0.0984574	
20	3.45673	0.167648	24.1186	0.0507034	1.27565	0.150783	26.626	0.00476235	0.00734606	1124.2	322.511	0.00172521	0.00162969	18.0186	133.569	0.167821	0.001571	-2.16893e-27	0.0016809	660.703	47.8594	0.00150429	43.2471	0.0332396	0.0991298	
20.25	3.46186	0.167373	24.2929	0.055063	1.32103	0.147507	26.6253	0.00507783	0.0076074	1139.84	334.832	0.00173509	0.00164308	18.1039	140.505	0.166426	0.00158636	-2.40408e-27	0.00169247	677.459	51.0296	0.00152176	43.0142	0.033058	0.0997921	
20.5	3.46683	0.167093	24.4686	0.0597061	1.36686	0.144369	26.6247	0.00540698	0.00787134	1155.19	347.31	0.00174458	0.00165599	18.1853	147.636	0.16505	0.0016012	-2.53096e-27	0.0017036	694.171	54.3371	0.00153868	42.7825	0.0328772	0.100445	
20.75	3.47166	0.16681	24.6455	0.0646446	1.41313	0.141358	26.624	0.00574999	0.00813778	1170.23	359.938	0.00175366	0.00166842	18.263	154.959	0.163694	0.00161553	-2.50339e-27	0.00171429	710.828	57.7839	0.00155505	42.5521	0.0326974	0.101088	
21	3.47635	0.166523	24.8238	0.0698906	1.45981	0.138467	26.6234	0.00610706	0.00840661	1184.98	372.708	0.00176235	0.0016804	18.337	162.473	0.162357	0.00162936	-2.33315e-27	0.00172456	727.423	61.3719	0.00157088	42.323	0.0325187	0.101721	
21.25	3.48092	0.166232	25.0032	0.0754561	1.50689	0.135689	26.6228	0.00647836	0.00867772	1199.42	385.612	0.00177066	0.00169193	18.4075	170.176	0.161039	0.0016427	-2.11217e-27	0.00173441	743.947	65.1029	0.00158618	42.0952	0.0323409	0.102346	
21.5	3.48536	0.165939	25.1837	0.0813537	1.55435	0.133017	26.6221	0.00686405	0.00895103	1213.56	398.644	0.0017786	0.00170302	18.4744	178.067	0.159739	0.00165557	-1.93841e-27	0.00174386	760.391	68.9784	0.00160097	41.8686	0.0321643	0.102962	
21.75	3.48969	0.165644	25.3653	0.0875956	1.60218	0.130445	26.6215	0.00726427	0.00922642	1227.39	411.796	0.00178617	0.00171367	18.538	186.143	0.158457	0.00166797	-1.89076e-27	0.00175291	776.748	73	0.00161525	41.6433	0.0319889	0.103569	
22	3.4939	0.165346	25.5479	0.0941944	1.65035	0.127966	26.6209	0.00767916	0.00950381	1240.93	425.06	0.00179339	0.00172391	18.5981	194.401	0.157192	0.0016799	-1.93498e-27	0.00176157	793.009	77.169	0.00162903	41.4193	0.0318146	0.104168	
22.25	3.49801	0.165046	25.7316	0.101163	1.69884	0.125576	26.6203	0.00810883	0.00978309	1254.16	438.428	0.00180025	0.00173373	18.655	202.839	0.155946	0.00169139	-1.92572e-27	0.00176985	809.169	81.4865	0.00164233	41.1966	0.0316415	0.104758	
22.5	3.50202	0.164745	25.9161	0.108513	1.74766	0.123269	26.6198	0.0085534	0.0100642	1267.1	451.894	0.00180678	0.00174314	18.7087	211.454	0.154716	0.00170244	-1.92486e-27	0.00177776	825.219	85.9537	0.00165515	40.9751	0.0314696	0.105341	
22.75	3.50594	0.164442	26.1015	0.116259	1.79677	0.121041	26.6192	0.00901296	0.010347	1279.73	465.45	0.00181297	0.00175216	18.7593	220.243	0.153502	0.00171306	-1.85333e-27	0.0017853	841.153	90.5714	0.00166751	40.755	0.031299	0.105916	
23	3.50976	0.164138	26.2878	0.124412	1.84616	0.118887	26.6186	0.00948758	0.0106314	1292.07	479.088	0.00181883	0.00176079	18.8068	229.202	0.152306	0.00172326	-1.73865e-27	0.00179249	856.964	95.3405	0.00167941	40.536	0.0311297	0.106483	
23.25	3.5135	0.163833	26.4748	0.132987	1.89582	0.116803	26.6181	0.00997732	0.0109174	1304.11	492.801	0.00182438	0.00176903	18.8513	238.33	0.151125	0.00173304	-1.60841e-27	0.00179933	872.647	100.262	0.00169085	40.3184	0.0309617	0.107043	
23.5	3.51715	0.163527	26.6626	0.141994	1.94574	0.114786	26.6175	0.0104822	0.0112049	1315.85	506.582	0.00182961	0.00177691	18.8929	247.622	0.149961	0.00174242	-1.42261e-27	0.00180582	888.195	105.335	0.00170186	40.102	0.030795	0.107595	
23.75	3.52073	0.16322	26.8511	0.151448	1.99589	0.112832	26.617	0.0110024	0.0114937	1327.3	520.423	0.00183453	0.00178443	18.9317	257.074	0.148812	0.0017514	-1.28424e-27	0.00181199	903.602	110.561	0.00171245	39.8869	0.0306297	0.10814	
24	3.52422	0.162913	27.0402	0.161362	2.04627	0.110938	26.6164	0.0115377	0.0117838	1338.46	534.317	0.00183916	0.00179159	18.9676	266.684	0.147679	0.00176	-1.15406e-27	0.00181783	918.864	115.941	0.00172261	39.673	0.0304656	0.108678	
24.25	3.52765	0.162605	27.23	0.171747	2.09686	0.109101	26.6159	0.0120883	0.0120751	1349.33	548.257	0.00184349	0.0017984	19.0008	276.446	0.146561	0.00176822	-1.07142e-27	0.00182335	933.974	121.473	0.00173236	39.4604	0.030303	0.109209	
24.5	3.531	0.162298	27.4204	0.182618	2.14765	0.107318	26.6154	0.0126542	0.0123676	1359.91	562.235	0.00184754	0.00180487	19.0314	286.358	0.145458	0.00177607	-1.04301e-27	0.00182856	948.929	127.159	0.0017417	39.2491	0.0301417	0.109734	
24.75	3.53429	0.16199	27.6113	0.193987	2.19863	0.105586	26.6148	0.0132352	0.0126611	1370.2	576.246	0.00185131	0.00181101	19.0593	296.415	0.14437	0.00178356	-1.03568e-27	0.00183346	963.723	132.997	0.00175065	39.039	0.0299818	0.110251	
25	3.53751	0.161682	27.8027	0.205866	2.24977	0.103904	26.6143	0.0138315	0.0129557	1380.21	590.282	0.00185481	0.00181682	19.0847	306.613	0.143297	0.00179069	-1.01567e-27	0.00183806	978.352	138.988	0.00175922	38.8301	0.0298232	0.110763	
25.25	3.54067	0.161374	27.9945	0.218268	2.30108	0.102269	26.6138	0.0144428	0.0132511	1389.94	604.335	0.00185804	0.00182232	19.1076	316.948	0.142238	0.00179747	-1.02121e-27	0.00184238	992.811	145.131	0.00176741	38.6225	0.029666	0.111267	
25.5	3.54377	0.161067	28.1869	0.231206	2.35253	0.100679	26.6133	0.0150692	0.0135474	1399.39	618.4	0.00186101	0.0018275	19.1281	327.415	0.141193	0.00180392	-1.01961e-27	0.0018464	1007.1	151.425	0.00177523	38.4161	0.0295102	0.111766	
25.75	3.54681	0.160759	28.3796	0.244693	2.40412	0.0991315	26.6128	0.0157107	0.0138445	1408.57	632.47	0.00186373	0.00183238	19.1462	338.01	0.140163	0.00181003	-9.99557e-28	0.00185016	1021.21	157.87	0.00178268	38.2109	0.0293558	0.112258	
26	3.54979	0.160453	28.5727	0.25874	2.45583	0.0976255	26.6124	0.016367	0.0141423	1417.46	646.538	0.0018662	0.00183697	19.162	348.728	0.139146	0.00181582	-9.53033e-28	0.00185363	1035.14	164.465	0.00178979	38.0069	0.0292027	0.112745	
26.25	3.55272	0.160146	28.7661	0.273361	2.50766	0.0961589	26.6119	0.0170381	0.0144408	1426.09	660.597	0.00186842	0.00184126	19.1756	359.566	0.138142	0.00182129	-8.79964e-28	0.00185685	1048.88	171.208	0.00179654	37.8042	0.0290511	0.113225	
26.5	3.5556	0.159841	28.9598	0.288567	2.55959	0.0947303	26.6114	0.0177239	0.0147398	1434.45	674.643	0.00187041	0.00184527	19.1869	370.518	0.137152	0.00182645	-7.98019e-28	0.0018598	1062.44	178.099	0.00180296	37.6027	0.0289008	0.1137	
26.75	3.55842	0.159536	29.1538	0.30437	2.61161	0.093338	26.6109	0.0184243	0.0150393	1442.55	688.667	0.00187217	0.001849	19.1961	381.579	0.136176	0.00183131	-7.31107e-28	0.0018625	1075.81	185.136	0.00180905	37.4024	0.0287519	0.114169	
27	3.56119	0.159231	29.3481	0.320783	2.6637	0.0919808	26.6105	0.0191391	0.0153394	1450.38	702.665	0.0018737	0.00185246	19.2031	392.745	0.135212	0.00183587	-6.495e-28	0.00186495	1088.99	192.319	0.00181481	37.2033	0.0286043	0.114632	
27.25	3.56392	0.158928	29.5426	0.337817	2.71587	0.0906573	26.61	0.0198682	0.0156398	1457.95	716.63	0.00187501	0.00185565	19.2081	404.012	0.134261	0.00184014	-5.53128e-28	0.00186716	1101.97	199.644	0.00182026	37.0053	0.0284581	0.11509	
27.5	3.56659	0.158625	29.7372	0.355483	2.7681	0.0893662	26.6096	0.0206114	0.0159405	1465.26	730.557	0.00187611	0.00185858	19.2112	415.374	0.133323	0.00184413	-4.52099e-28	0.00186913	1114.75	207.112	0.0018254	36.8086	0.0283133	0.115542	
27.75	3.56922	0.158323	29.932	0.373793	2.82038	0.0881064	26.6091	0.0213686	0.0162416	1472.32	744.439	0.00187699	0.00186127	19.2122	426.826	0.132397	0.00184784	-3.82193e-28	0.00187087	1127.34	214.719	0.00183023	36.6131	0.0281698	0.115989	
28	3.57181	0.158022	30.127	0.392759	2.87269	0.0868768	26.6087	0.0221395	0.0165429	1479.13	758.272	0.00187767	0.0018637	19.2114	438.363	0.131483	0.00185128	-3.55084e-28	0.00187239	1139.73	222.465	0.00183477	36.4187	0.0280277	0.11643	
28.25	3.57435	0.157722	30.322	0.412391	2.92504	0.0856763	26.6082	0.0229239	0.0168443	1485.7	772.05	0.00187815	0.00186589	19.2086	449.981	0.130582	0.00185445	-3.39647e-28	0.00187369	1151.91	230.347	0.00183902	36.2255	0.0278869	0.116867	
28.5	3.57685	0.157423	30.5172	0.4327	2.97741	0.0845039	26.6078	0.0237217	0.0171459	1492.01	785.768	0.00187843	0.00186785	19.2041	461.675	0.129692	0.00185737	-3.33617e-28	0.00187477	1163.89	238.363	0.00184299	36.0335	0.0277475	0.117298	
28.75	3.57931	0.157125	30.7124	0.453697	3.0298	0.0833587	26.6074	0.0245327	0.0174476	1498.09	799.42	0.00187852	0.00186958	19.1978	473.44	0.128815	0.00186003	-3.28526e-28	0.00187564	1175.66	246.511	0.00184668	35.8426	0.0276094	0.117724	
29	3.58173	0.156828	30.9076	0.475392	3.08219	0.0822398	26.607	0.0253566	0.0177492	1503.93	813.001	0.00187843	0.00187108	19.1898	485.27	0.127948	0.00186245	-3.21158e-28	0.0018763	1187.23	254.789	0.0018501	35.6529	0.0274726	0.118145	
29.25	3.58411	0.156533	31.1028	0.497795	3.13457	0.0811464	26.6065	0.0261931	0.0180509	1509.53	826.507	0.00187815	0.00187236	19.1801	497.162	0.127094	0.00186463	-3.07324e-28	0.00187677	1198.59	263.194	0.00185326	35.4644	0.0273371	0.118562	
29.5	3.58645	0.156238	31.2981	0.520916	3.18694	0.0800776	26.6061	0.0270421	0.0183525	1514.9	839.933	0.0018777	0.00187343	19.1687	509.109	0.12625	0.00186657	-2.97139e-28	0.00187704	1209.74	271.725	0.00185615	35.2769	0.027203	0.118973	
29.75	3.58875	0.155945	31.4933	0.544766	3.23929	0.0790327	26.6057	0.0279033	0.0186539	1520.05	853.275	0.00187707	0.00187429	19.1558	521.108	0.125417	0.00186828	-2.82322e-28	0.00187712	1220.68	280.377	0.0018588	35.0907	0.0270701	0.11938	
30	3.59102	0.155653	31.6884	0.569352	3.29161	0.078011	26.6053	0.0287764	0.0189552	1524.97	866.527	0.00187628	0.00187494	19.1412	533.152	0.124596	0.00186977	-2.65327e-28	0.00187702	1231.41	289.15	0.0018612	34.9055	0.0269385	0.119782	
30.25	3.59325	0.155363	31.8834	0.594685	3.3439	0.0770117	26.6049	0.0296611	0.0192563	1529.66	879.686	0.00187532	0.00187539	19.1252	545.238	0.123785	0.00187104	-2.48969e-28	0.00187673	1241.93	298.039	0.00186336	34.7215	0.0268083	0.12018	
30.5	3.59545	0.155073	32.0784	0.620773	3.39614	0.0760342	26.6045	0.0305572	0.0195572	1534.14	892.748	0.0018742	0.00187565	19.1077	557.361	0.122985	0.00187209	-2.36158e-28	0.00187627	1252.24	307.043	0.00186529	34.5386	0.0266792	0.120573	
30.75	3.59761	0.154785	32.2732	0.647625	3.44833	0.0750778	26.6041	0.0314644	0.0198577	1538.4	905.707	0.00187292	0.00187572	19.0887	569.515	0.122195	0.00187293	-2.32461e-28	0.00187563	1262.33	316.158	0.00186698	34.3568	0.0265515	0.120962	
31	3.59974	0.154499	32.4679	0.675249	3.50046	0.0741419	26.6038	0.0323824	0.0201579	1542.45	918.562	0.00187149	0.0018756	19.0684	581.695	0.121415	0.00187357	-2.5463e-28	0.00187483	1272.22	325.381	0.00186846	34.1761	0.026425	0.121346	
31.25	3.60184	0.154213	32.6624	0.703654	3.55253	0.0732259	26.6034	0.033311	0.0204578	1546.3	931.307	0.00186992	0.00187531	19.0466	593.898	0.120646	0.00187402	-2.74523e-28	0.00187386	1281.89	334.711	0.00186971	33.9966	0.0262998	0.121726	
31.5	3.6039	0.153929	32.8567	0.732846	3.60453	0.0723293	26.603	0.0342497	0.0207572	1549.93	943.939	0.0018682	0.00187483	19.0236	606.118	0.119887	0.00187426	-2.80574e-28	0.00187273	1291.36	344.142	0.00187075	33.8181	0.0261758	0.122101	
31.75	3.60593	0.153647	33.0509	0.762835	3.65645	0.0714515	26.6026	0.0351983	0.0210562	1553.37	956.455	0.00186634	0.00187419	18.9992	618.35	0.119137	0.00187432	-2.86156e-28	0.00187145	1300.61	353.673	0.00187158	33.6407	0.026053	0.122473	
32	3.60793	0.153366	33.2448	0.793626	3.70828	0.070592	26.6023	0.0361565	0.0213547	1556.6	968.851	0.00186434	0.00187338	18.9736	630.591	0.118397	0.00187419	-2.86299e-28	0.00187001	1309.66	363.301	0.00187221	33.4644	0.0259314	0.12284	
32.25	3.60991	0.153086	33.4385	0.825227	3.76002	0.0697503	26.6019	0.0371239	0.0216526	1559.64	981.124	0.0018622	0.0018724	18.9467	642.835	0.117667	0.00187389	-2.88236e-28	0.00186843	1318.49	373.021	0.00187264	33.2891	0.0258111	0.123203	
32.5	3.61185	0.152808	33.6319	0.857644	3.81167	0.0689259	26.6015	0.0381003	0.02195	1562.49	993.271	0.00185994	0.00187126	18.9187	655.077	0.116946	0.0018734	-2.81784e-28	0.0018667	1327.11	382.831	0.00187288	33.115	0.0256919	0.123563	
32.75	3.61376	0.152532	33.8251	0.890883	3.86321	0.0681183	26.6012	0.0390853	0.0222469	1565.14	1005.29	0.00185755	0.00186997	18.8894	667.314	0.116235	0.00187275	-2.74954e-28	0.00186483	1335.53	392.727	0.00187292	32.9419	0.025574	0.123918	
33	3.61565	0.152257	34.018	0.924951	3.91465	0.0673271	26.6008	0.0400785	0.022543	1567.61	1017.17	0.00185504	0.00186853	18.8591	679.541	0.115532	0.00187193	-2.61514e-28	0.00186283	1343.73	402.706	0.00187278	32.7699	0.0254572	0.124269	
33.25	3.6175	0.151983	34.2106	0.959852	3.96597	0.066552	26.6005	0.0410797	0.0228386	1569.9	1028.93	0.00185241	0.00186694	18.8276	691.753	0.114839	0.00187094	-2.49233e-28	0.00186069	1351.73	412.765	0.00187247	32.5989	0.0253416	0.124617	
33.5	3.61933	0.151711	34.4029	0.995593	4.01717	0.0657923	26.6001	0.0420884	0.0231334	1572.01	1040.54	0.00184966	0.0018652	18.7951	703.947	0.114155	0.0018698	-2.38692e-28	0.00185842	1359.53	422.9	0.00187197	32.429	0.0252272	0.12496	
33.75	3.62114	0.151441	34.5949	1.03218	4.06825	0.0650479	26.5998	0.0431044	0.0234276	1573.94	1052.02	0.00184679	0.00186333	18.7615	716.117	0.113479	0.0018685	-2.33686e-28	0.00185602	1367.11	433.108	0.00187131	32.2601	0.0251139	0.1253	
34	3.62292	0.151172	34.7865	1.06961	4.11919	0.0643182	26.5995	0.0441273	0.023721	1575.7	1063.35	0.00184382	0.00186132	18.727	728.26	0.112812	0.00186705	-2.37497e-28	0.00185351	1374.5	443.386	0.00187048	32.0922	0.0250018	0.125637	
34.25	3.62467	0.150905	34.9778	1.1079	4.17001	0.0636029	26.5991	0.0451568	0.0240136	1577.29	1074.54	0.00184074	0.00185917	18.6914	740.372	0.112154	0.00186545	-2.42501e-28	0.00185087	1381.68	453.729	0.00186948	31.9254	0.0248908	0.125969	
34.5	3.62639	0.150639	35.1686	1.14704	4.22068	0.0629016	26.5988	0.0461924	0.0243054	1578.71	1085.58	0.00183755	0.0018569	18.6549	752.448	0.111504	0.00186371	-2.49886e-28	0.00184811	1388.66	464.134	0.00186833	31.7596	0.0247809	0.126298	
34.75	3.6281	0.150375	35.3592	1.18705	4.27121	0.062214	26.5985	0.0472339	0.0245963	1579.96	1096.48	0.00183427	0.0018545	18.6175	764.485	0.110862	0.00186182	-2.57023e-28	0.00184525	1395.44	474.598	0.00186702	31.5948	0.0246722	0.126624	
35	3.62977	0.150113	35.5493	1.22792	4.32159	0.0615398	26.5982	0.0482809	0.0248865	1581.06	1107.22	0.00183088	0.00185197	18.5791	776.479	0.110228	0.00185981	-2.60325e-28	0.00184227	1402.02	485.117	0.00186556	31.4311	0.0245645	0.126946	
35.25	3.63143	0.149852	35.739	1.26965	4.37182	0.0608785	26.5978	0.049333	0.0251757	1581.99	1117.82	0.0018274	0.00184933	18.5399	788.426	0.109603	0.00185766	-2.57844e-28	0.00183918	1408.4	495.688	0.00186396	31.2683	0.024458	0.127264	
35.5	3.63306	0.149592	35.9283	1.31226	4.42188	0.06023	26.5975	0.0503899	0.025464	1582.77	1128.26	0.00182382	0.00184657	18.4998	800.322	0.108986	0.00185538	-2.58974e-28	0.001836	1414.58	506.306	0.00186221	31.1066	0.0243525	0.12758	
35.75	3.63467	0.149335	36.1171	1.35574	4.47179	0.0595938	26.5972	0.0514512	0.0257514	1583.4	1138.54	0.00182016	0.0018437	18.459	812.163	0.108376	0.00185297	-2.63711e-28	0.00183271	1420.57	516.97	0.00186032	30.9458	0.0242482	0.127891	
36	3.63625	0.149079	36.3056	1.40009	4.52153	0.0589697	26.5969	0.0525166	0.0260379	1583.88	1148.67	0.0018164	0.00184072	18.4173	823.946	0.107774	0.00185044	-2.68051e-28	0.00182932	1426.37	527.674	0.0018583	30.7861	0.0241448	0.1282	
36.25	3.63782	0.148824	36.4935	1.44532	4.57111	0.0583574	26.5966	0.0535857	0.0263233	1584.21	1158.64	0.00181256	0.00183763	18.3748	835.668	0.10718	0.0018478	-2.70451e-28	0.00182583	1431.98	538.415	0.00185614	30.6273	0.0240426	0.128505	
36.5	3.63936	0.148572	36.681	1.49143	4.62051	0.0577566	26.5963	0.0546581	0.0266078	1584.4	1168.46	0.00180864	0.00183444	18.3316	847.325	0.106593	0.00184503	-2.71388e-28	0.00182225	1437.39	549.19	0.00185386	30.4695	0.0239414	0.128807	
36.75	3.64088	0.148321	36.8681	1.53841	4.66973	0.0571671	26.596	0.0557336	0.0268913	1584.45	1178.11	0.00180464	0.00183115	18.2877	858.913	0.106013	0.00184216	-2.7294e-28	0.00181859	1442.62	559.995	0.00185145	30.3127	0.0238412	0.129106	
37	3.64238	0.148071	37.0546	1.58627	4.71877	0.0565885	26.5957	0.0568117	0.0271737	1584.36	1187.6	0.00180056	0.00182776	18.243	870.429	0.105441	0.00183917	-2.74402e-28	0.00181483	1447.66	570.827	0.00184891	30.1568	0.0237421	0.129402	
37.25	3.64386	0.147823	37.2406	1.63502	4.76763	0.0560207	26.5954	0.0578921	0.027455	1584.14	1196.93	0.00179641	0.00182427	18.1977	881.871	0.104876	0.00183608	-2.73069e-28	0.00181099	1452.51	581.681	0.00184626	30.0019	0.023644	0.129694	
37.5	3.64531	0.147577	37.4262	1.68464	4.8163	0.0554633	26.5951	0.0589744	0.0277353	1583.78	1206.1	0.00179218	0.00182069	18.1518	893.235	0.104319	0.00183289	-2.68087e-28	0.00180707	1457.19	592.555	0.0018435	29.848	0.0235469	0.129984	
37.75	3.64675	0.147333	37.6112	1.73514	4.86478	0.0549162	26.5948	0.0600583	0.0280145	1583.29	1215.11	0.00178788	0.00181702	18.1051	904.518	0.103768	0.00182959	-2.58049e-28	0.00180307	1461.68	603.446	0.00184062	29.695	0.0234508	0.13027	
38	3.64817	0.14709	37.7957	1.78652	4.91306	0.054379	26.5945	0.0611435	0.0282925	1582.68	1223.95	0.00178351	0.00181326	18.0579	915.717	0.103224	0.0018262	-2.43751e-28	0.00179898	1465.99	614.348	0.00183763	29.543	0.0233556	0.130554	
38.25	3.64957	0.146849	37.9797	1.83878	4.96115	0.0538517	26.5943	0.0622295	0.0285694	1581.94	1232.63	0.00177908	0.00180942	18.0101	926.829	0.102687	0.00182271	-2.28374e-28	0.00179483	1470.13	625.26	0.00183453	29.3919	0.0232615	0.130835	
38.5	3.65095	0.146609	38.1631	1.89192	5.00904	0.0533339	26.594	0.0633161	0.0288452	1581.07	1241.14	0.00177458	0.0018055	17.9617	937.852	0.102156	0.00181912	-2.12804e-28	0.0017906	1474.08	636.177	0.00183133	29.2417	0.0231684	0.131112	
38.75	3.65231	0.146371	38.346	1.94593	5.05673	0.0528254	26.5937	0.064403	0.0291198	1580.09	1249.49	0.00177002	0.00180149	17.9127	948.783	0.101633	0.00181545	-1.99446e-28	0.0017863	1477.87	647.096	0.00182803	29.0925	0.0230762	0.131387	
39	3.65366	0.146135	38.5283	2.00081	5.10421	0.0523261	26.5934	0.0654897	0.0293933	1579	1257.68	0.0017654	0.00179741	17.8632	959.619	0.101115	0.00181169	-1.79228e-28	0.00178193	1481.49	658.014	0.00182464	28.9442	0.0229849	0.131659	
39.25	3.65498	0.1459	38.7101	2.05656	5.15148	0.0518357	26.5932	0.0665759	0.0296655	1577.79	1265.69	0.00176072	0.00179325	17.8132	970.358	0.100605	0.00180785	-1.55555e-28	0.0017775	1484.93	668.927	0.00182114	28.7968	0.0228947	0.131928	
39.5	3.65629	0.145667	38.8913	2.11319	5.19855	0.051354	26.5929	0.0676613	0.0299365	1576.46	1273.55	0.00175598	0.00178902	17.7627	980.997	0.1001	0.00180392	-1.2744e-28	0.001773	1488.21	679.833	0.00181756	28.6503	0.0228053	0.132195	
39.75	3.65758	0.145436	39.0719	2.17068	5.2454	0.0508808	26.5926	0.0687456	0.0302063	1575.03	1281.23	0.00175119	0.00178472	17.7117	991.534	0.0996022	0.00179992	-1.00933e-28	0.00176844	1491.32	690.727	0.00181389	28.5048	0.0227169	0.132459	
40	3.65886	0.145206	39.252	2.22903	5.29203	0.050416	26.5924	0.0698285	0.0304749	1573.49	1288.75	0.00174635	0.00178036	17.6602	1001.97	0.0991102	0.00179584	-8.04377e-29	0.00176382	1494.27	701.606	0.00181013	28.3601	0.0226294	0.13272	
40.25	3.66012	0.144978	39.4314	2.28825	5.33845	0.0499593	26.5921	0.0709096	0.0307422	1571.85	1296.11	0.00174146	0.00177592	17.6083	1012.29	0.0986243	0.00179168	-6.96087e-29	0.00175914	1497.06	712.468	0.00180628	28.2164	0.0225428	0.132978	
40.5	3.66136	0.144752	39.6103	2.34832	5.38465	0.0495106	26.5919	0.0719886	0.0310082	1570.1	1303.3	0.00173651	0.00177142	17.556	1022.51	0.0981445	0.00178745	-6.86582e-29	0.00175441	1499.68	723.309	0.00180235	28.0735	0.0224571	0.133234	
40.75	3.66258	0.144527	39.7885	2.40924	5.43062	0.0490698	26.5916	0.0730653	0.031273	1568.26	1310.32	0.00173153	0.00176686	17.5032	1032.62	0.0976706	0.00178315	-6.51421e-29	0.00174962	1502.15	734.125	0.00179835	27.9315	0.0223723	0.133487	
41	3.66379	0.144304	39.9662	2.47101	5.47638	0.0486365	26.5914	0.0741392	0.0315364	1566.31	1317.19	0.00172649	0.00176224	17.45	1042.61	0.0972025	0.00177878	-6.12376e-29	0.00174478	1504.47	744.915	0.00179426	27.7904	0.0222884	0.133738	
41.25	3.66498	0.144083	40.1432	2.53363	5.5219	0.0482108	26.5911	0.0752101	0.0317986	1564.28	1323.88	0.00172141	0.00175757	17.3965	1052.49	0.0967402	0.00177435	-5.12877e-29	0.00173988	1506.63	755.674	0.00179011	27.6502	0.0222054	0.133986	
41.5	3.66616	0.143863	40.3196	2.59708	5.5672	0.0477924	26.5909	0.0762777	0.0320595	1562.14	1330.41	0.00171629	0.00175283	17.3426	1062.26	0.0962835	0.00176985	-4.78613e-29	0.00173494	1508.64	766.4	0.00178588	27.5109	0.0221232	0.134232	
41.75	3.66732	0.143645	40.4953	2.66137	5.61227	0.0473811	26.5906	0.0773416	0.032319	1559.92	1336.78	0.00171113	0.00174804	17.2884	1071.9	0.0958325	0.00176529	-4.52285e-29	0.00172996	1510.5	777.089	0.00178157	27.3724	0.0220419	0.134475	
42	3.66847	0.143428	40.6705	2.72649	5.65711	0.0469769	26.5904	0.0784017	0.0325772	1557.61	1342.99	0.00170594	0.0017432	17.2338	1081.43	0.0953871	0.00176067	-4.36518e-29	0.00172492	1512.22	787.74	0.00177721	27.2348	0.0219615	0.134715	
42.25	3.6696	0.143214	40.845	2.79243	5.70172	0.0465795	26.5901	0.0794576	0.0328341	1555.22	1349.03	0.0017007	0.00173831	17.1789	1090.84	0.094947	0.00175599	-3.99199e-29	0.00171985	1513.79	798.348	0.00177277	27.098	0.0218818	0.134954	
42.5	3.67072	0.143	41.0188	2.85919	5.74609	0.0461889	26.5899	0.080509	0.0330896	1552.73	1354.92	0.00169543	0.00173338	17.1237	1100.12	0.0945124	0.00175126	-3.27845e-29	0.00171473	1515.22	808.911	0.00176827	26.9621	0.0218031	0.13519	
42.75	3.67182	0.142789	41.1921	2.92676	5.79022	0.0458048	26.5897	0.0815557	0.0333437	1550.17	1360.64	0.00169012	0.00172839	17.0681	1109.28	0.0940831	0.00174647	-2.45742e-29	0.00170957	1516.51	819.427	0.00176372	26.8271	0.0217251	0.135424	
43	3.67291	0.142578	41.3646	2.99514	5.83412	0.0454272	26.5894	0.0825973	0.0335965	1547.53	1366.2	0.00168478	0.00172336	17.0124	1118.31	0.093659	0.00174163	-1.63649e-29	0.00170438	1517.66	829.892	0.0017591	26.6929	0.0216479	0.135655	
43.25	3.67398	0.14237	41.5365	3.06432	5.87778	0.0450559	26.5892	0.0836337	0.033848	1544.81	1371.6	0.00167941	0.00171829	16.9563	1127.22	0.0932401	0.00173675	-9.90781e-30	0.00169914	1518.67	840.304	0.00175442	26.5595	0.0215716	0.135884	
43.5	3.67504	0.142163	41.7078	3.1343	5.9212	0.0446908	26.589	0.0846645	0.034098	1542.01	1376.85	0.00167401	0.00171317	16.9	1136	0.0928263	0.00173181	-5.8942e-30	0.00169388	1519.55	850.661	0.00174969	26.427	0.0214961	0.136111	
