time,EpoRJAK2_1,EpoRpJAK2_1,p1EpoRpJAK2_1,p2EpoRpJAK2_1,p12EpoRpJAK2_1,EpoRJAK2_CIS_1,SHP1_1,SHP1Act_1,STAT5_1,pSTAT5_1,npSTAT5_1,CISnRNA1_1,CISnRNA2_1,CISnRNA3_1,CISnRNA4_1,CISnRNA5_1,CISRNA_1,CIS_1,SOCS3nRNA1_1,SOCS3nRNA2_1,SOCS3nRNA3_1,SOCS3nRNA4_1,SOCS3nRNA5_1,SOCS3RNA_1,SOCS3_1,Epo_1
2.5,3.276673146751096,0.23562906289957514,0.05847004834111885,0.26984241529336567,0.13560532674096373,0.0,26.718997677003838,0.00610232299617397,74.36996510489594,5.306049360271827,0.1127062324832781,0.6454469833510317,0.037715520674292444,0.0019612055313909392,9.131010585034199e-05,3.830292513245292e-06,3.799829232019702e-10,3.7504613587101106e-10,3.876495152321114e-06,1.2742823680832727e-06,3.911150830324105e-07,1.1187536773601424e-07,2.978817387693204e-08,6.547428132530983e-09,1.1366029709909002e-06,1.24997e-07
2.75,3.2189334066088997,0.23487501086013793,0.06161013487489779,0.29558653341432634,0.16521491426785706,0.0,26.717787296310632,0.007312703689380737,72.11061801641839,7.524386780067882,0.17235665965636943,1.0565775269161806,0.06616030083828801,0.0036998124031604606,0.00018601110087772344,8.45767882834266e-06,8.392649838117991e-10,9.034639110736828e-10,6.220791049847099e-06,2.1503437189915223e-06,6.967942191852287e-07,2.1147702699171308e-07,6.005829683098826e-08,1.4466613877260819e-08,2.5114098214680168e-06,1.24997e-07
3.0,3.164128262399158,0.23298747204810816,0.0639789952585393,0.31869279893225,0.19643247138806322,0.0,26.716484984069368,0.008615015930642176,69.259500734741,10.318573247365004,0.2551651169367581,1.671260981785891,0.11165466324301665,0.006672611243529635,0.0003595229560475809,1.75725406613201e-05,1.7441293651506625e-09,2.0299735636064594e-09,9.64782987120129e-06,3.495493068262208e-06,1.1898218731292575e-06,3.806370824625847e-07,1.144079436286916e-07,2.992032056975139e-08,5.194303924199979e-06,1.24997e-07
3.25,3.112449183030375,0.23027531461582793,0.06565100113947395,0.33905831655364577,0.2287861846867957,0.0,26.715096027356935,0.010003972643070628,65.79746805043104,13.704137912916103,0.36639132604055746,2.561686975545119,0.18207777862234462,0.011575773031572803,0.0006645941621694257,3.4691161438551855e-05,3.4438534546313476e-09,4.3031315464712106e-09,1.4496823009543006e-05,5.493612683281902e-06,1.9576681603778877e-06,6.570546951135718e-07,2.078070612798694e-07,5.857127280372539e-08,1.0168444965498416e-05,1.24997e-07
3.5,3.064077525421472,0.2269815234366067,0.0667059308861196,0.3566499148786118,0.26180510540330854,0.0,26.713626015788503,0.011473984211506895,61.75234727103197,17.649751170424047,0.5111295397003516,3.813532867200143,0.2878389871522567,0.019404858192346733,0.0011819576124548412,6.555103506617782e-05,6.508427233746172e-09,8.680652210170402e-09,2.1146878311524477e-05,8.370043356561747e-06,3.115400432519354e-06,1.0933551807425663e-06,3.622925139191638e-07,1.0942099977739966e-07,1.899669673604938e-05,1.24997e-07
3.75,3.019179585435291,0.22329790387730647,0.06722438321496678,0.37149036158570126,0.29502776591285235,0.0,26.71208081948719,0.013019180512819622,57.20837964822047,22.068125849559326,0.6938101850475944,5.524222798363641,0.44224060851920866,0.03154083525890951,0.0020314881155106147,0.0001192183186769887,1.1838636479850215e-08,1.677623584578573e-08,2.9998090160729736e-05,1.2389064838490465e-05,4.808699667491381e-06,1.760448028291482e-06,6.092164372607535e-07,1.9629601437574818e-07,3.4079678225329864e-05,1.24997e-07
4.0,2.9779019547834804,0.21937627857199132,0.06728471436718465,0.38364742447974276,0.32800962782371923,0.0,26.71046655904833,0.014633440951680128,52.31027954825294,26.812338451302423,0.9176465461013122,7.799616677810176,0.6617382531667021,0.04984424956290082,0.0033861761879240247,0.00020960205408234906,2.081659808661049e-08,3.122347558480595e-08,4.1444901035822924e-05,1.7846593694107227e-05,7.215015347076315e-06,2.7505927658169403e-06,9.917260232756872e-07,3.397648370485972e-07,5.898862932721734e-05,1.24997e-07
4.25,2.9403673168642284,0.2153370084306279,0.06696106457997433,0.39322500154550694,0.3603296086057812,0.0,26.70878956813534,0.01631043186466499,47.25836410891383,31.681069784267475,1.1840961553726963,10.74911366821291,0.966045551026814,0.07675267427297823,0.005489028720135711,0.00035746360679131433,3.55055507376071e-08,5.619737723177225e-08,5.5843044015451596e-05,2.5057538257239243e-05,1.0542097877910399e-05,4.179712595409967e-06,1.567298310484448e-06,5.695127064953111e-07,9.887775459841809e-05,1.24997e-07
4.5,2.9066708086883533,0.21127548107824767,0.0663221559640419,0.400355744715712,0.3915958095797632,0.0,26.707056349573886,0.018043650426121167,42.2907317906788,36.436713988290805,1.492442503316986,14.479425842628045,1.3780359916300953,0.11537491053041651,0.00867279714313279,0.0005930068736181512,5.89074187185339e-08,9.814188990229665e-08,7.347309529235565e-05,3.433788994253447e-05,1.5023265965863965e-05,6.188435867129644e-06,2.4100782612281558e-06,9.271612326882546e-07,0.00016097383515191032,1.24997e-07
4.75,2.8768770633002796,0.20726705853762145,0.0654306330379591,0.4051947652998636,0.4214504798503943,0.0,26.705273526009552,0.01982647399045458,37.65026050947059,40.83849132589793,1.839633694009512,19.087648760559368,1.9234115339594708,0.16957418847500033,0.01338218192826342,0.0009591245997681667,9.528565389005524e-08,1.6675951016387873e-07,9.450579722206696e-05,4.598257738044085e-05,2.0909042048132587e-05,8.941344535895686e-06,3.612702899228796e-06,1.4694679929355132e-06,0.00025513182538449417,1.24997e-07
5.0,2.8510180168637813,0.20337087152653024,0.06434277897598283,0.40791412753060763,0.44957420512921625,0.0,26.703447786402254,0.02165221359775537,33.54087970007786,44.68602713360007,2.2204991510142547,24.654637456239445,2.63014085080787,0.24403264584349316,0.020197877329179652,0.0015153471349957362,1.505579769563445e-07,2.763202771623892e-07,0.00011897603943275782,6.024131572048912e-05,2.8455297003349863e-05,1.2624029114220102e-05,5.287270302426573e-06,2.2717779686420575e-06,0.0003944341935009807,1.24997e-07
5.25,2.8290915664561975,0.1996327243577257,0.0631084984959086,0.4086979559417081,0.4756892547745793,0.0,26.701585829626396,0.02351417037361343,30.087427320316053,47.85905629977251,2.6283874616899343,31.239949307358238,3.5277025232389962,0.3442895901170236,0.029861633386786574,0.002342537444508224,2.327633916047486e-07,4.4736308325481347e-07,0.0001467730908510221,7.729583301696176e-05,3.790856077650073e-05,1.7437663411853477e-05,7.5650819996197e-06,3.4315424089068603e-06,0.000595801986509389,1.24997e-07
