task1.time,task1.npSTAT5,task2.npSTAT5,task3.npSTAT5
38.800000000000004,17.902333417577402,0.11973983635572627,7.94085481621333
38.88,17.88651409961442,0.11997333674760097,7.946128673409408
38.96,17.870640714855526,0.12020573705690406,7.951353502470686
39.04,17.854713880846628,0.12043703808520663,7.956529497155837
39.12,17.838734185579387,0.12066724069188194,7.961656850732597
39.2,17.822702254846423,0.12089634578035081,7.966735755972684
39.28,17.806618692994068,0.1211243542950471,7.971766424850246
39.36,17.790484100165177,0.12135126722084753,7.9767490563802275
39.44,17.774299072526045,0.12157708558250205,7.981683825504475
39.52,17.75806420229556,0.12180181044406381,7.98657092418983
39.6,17.741780077774358,0.12202544290831946,7.991410543958283
39.68,17.725447283373974,0.12224798411621907,7.99620287588395
39.76,17.709066399645994,0.12246943527487253,8.000948110590047
39.84,17.692638003311213,0.12268979760957546,8.00564643824587
39.92,17.67616266728879,0.12290907235855178,8.010298048563772
40.0,17.659640955481173,0.12312726081428049,8.014903130796133
40.08,17.643073425626653,0.12334436430501264,8.019461873732338
40.160000000000004,17.626460646170656,0.12356038419422098,8.02397446569576
40.24,17.60980317407073,0.1237753218800498,8.02844109454073
40.32,17.59310156253342,0.12398917879476475,8.032861947649515
40.4,17.57635636103968,0.12420195640420263,8.03723721192929
40.480000000000004,17.559568115370336,0.12441365620722124,8.041567073809121
40.56,17.542737367631524,0.12462427974909532,8.04585171923694
40.64,17.525864656280113,0.12483382864611992,8.050091336783327
40.72,17.508950516149167,0.12504230445731834,8.054286125064275
40.800000000000004,17.49199547847336,0.12524970881416048,8.058436256505177
40.88,17.475000070914433,0.12545604337900146,8.062541915649646
40.96,17.457964800626193,0.12566130984455856,8.06660328657971
41.04,17.440890191694816,0.12586550993338755,8.070620552913716
41.12,17.423776764904066,0.12606864539735965,8.074593897804263
41.2,17.40662503225906,0.12627071801713802,8.078523503936106
41.28,17.389435502174674,0.1264717296016545,8.082409553524085
41.36,17.372208679495387,0.12667168198758613,8.086252228311032
41.44,17.354945065515185,0.12687057711364574,8.0900517095657
41.52,17.33764515799744,0.12706841683974504,8.09380817808067
41.6,17.320309451194763,0.1272652030801594,8.097521814170275
41.68,17.30293843586892,0.12746093778490417,8.101192797668514
41.76,17.28553259931068,0.12765562292987062,8.104821307926976
41.84,17.268092424495663,0.12784926051633427,8.108407523812746
41.92,17.250618383568764,0.12804185257046335,8.111951623706341
42.0,17.23311095913135,0.128233401142827,8.115453785499602
42.08,17.21557062417816,0.12842390830790376,8.118914193973561
42.160000000000004,17.1979978482761,0.12861337616359003,8.122333021802769
42.24,17.18039309758188,0.12880180687503284,8.125710444570313
42.32,17.162756834859692,0.12898920260929256,8.129046638455481
42.4,17.145089519498857,0.12917556550494996,8.132341779154661
42.480000000000004,17.12739160753149,0.12936089775643514,8.13559604187969
42.56,17.109663551650165,0.12954520157991842,8.138809601356202
42.64,17.09190580122557,0.1297284792128522,8.141982631821977
42.72,17.074118802324175,0.12991073291351307,8.145115307025288
42.800000000000004,17.056303005002853,0.13009196496054384,8.148207800223249
42.88,17.03845885368664,0.13027217765249546,8.151260284180175
42.96,17.02058677893324,0.13045137330736895,8.154272931165917
43.04,17.002687214863435,0.13062955427589176,8.157245912954217
43.12,16.984760592481045,0.13080672298732832,8.160179400821056
43.2,16.96680733969442,0.1309828817673881,8.163073565543007
43.28,16.948827881337955,0.13115803301492407,8.165928577395574
43.36,16.930822639193586,0.13133217914673007,8.168744606151552
43.44,16.912792032012312,0.13150532259711692,8.171521826614141
43.52,16.894736475535684,0.13167746581748868,8.174260408698437
43.6,16.87665638251731,0.1318486112759188,8.176960516748721
43.68,16.858552162744388,0.13201876145672597,8.179622318830758
43.76,16.84042423469281,0.13218791886005068,8.18224598251927
43.84,16.82227299733842,0.13235608600143103,8.184831674896815
43.92,16.804098850805847,0.1325232654878527,8.187379562552676
44.0,16.785902194184164,0.1326894598392298,8.189889811581745
44.08,16.767683423788085,0.13285467160846778,8.1923625875834
44.160000000000004,16.74944293318271,0.13301890337669978,8.194798055660401
44.24,16.731181113208265,0.13318215773915107,8.19719638041777
44.32,16.712898352004874,0.13334443730474957,8.199557725961673
44.4,16.694595035037274,0.13350574469573664,8.201882255898314
44.480000000000004,16.676271545119562,0.13366608254727796,8.204170133332804
44.56,16.657928262439963,0.13382545350707395,8.206421520868059
44.64,16.639565561995383,0.1339838602349708,8.208636580603685
44.72,16.621183809390338,0.13414130544394545,8.210815474134852
44.800000000000004,16.602783384027067,0.13429779184894267,8.212958365166692
44.88,16.58436465496899,0.13445332211322825,8.215065422887845
44.96,16.565927988697826,0.13460789894936484,8.217136799404233
45.04,16.547473749135197,0.13476152508092196,8.21917265466347
45.12,16.52900229766426,0.13491420324212144,8.22117314812715
45.2,16.510513993151335,0.13506593617748322,8.223138438770365
45.28,16.49200919196752,0.1352167266414707,8.225068685081261
45.36,16.473488248010312,0.13536657739813646,8.226964045060566
45.44,16.454951512725238,0.13551549122076778,8.228824676221118
45.52,16.436399335127454,0.13566347090138134,8.230650735587405
45.6,16.417832047527206,0.13581051931089516,8.232442379695106
45.68,16.39924999140238,0.13595663919749856,8.234199764590624
45.76,16.380653515369808,0.13610183337550041,8.235923045830608
45.84,16.362042957220424,0.1362461046674546,8.237612378481511
45.92,16.343418652268415,0.1363894559038399,8.239267917119106
46.0,16.324780933366853,0.13653188992273999,8.240889815828034
46.08,16.306130130923332,0.1366734095695231,8.242478228201332
46.160000000000004,16.28746657291562,0.13681401769652202,8.24403330733997
46.24,16.268790584907304,0.13695371716271398,8.245555214460198
46.32,16.250102490063437,0.13709251083340043,8.247044096258065
46.4,16.231402609166164,0.13723040164769107,8.248500103752844
46.480000000000004,16.21269126063039,0.13736739246646287,8.249923388365579
46.56,16.19396875091675,0.13750348616279168,8.251314101040922
46.64,16.175235399439533,0.13763868563186507,8.252672392247156
46.72,16.156491517308133,0.13777299377436497,8.253998411976195
46.800000000000004,16.137737412938204,0.13790641349618074,8.255292309743613
46.88,16.118973392395755,0.1380389477081215,8.25655423458865
46.96,16.100199759410476,0.1381705993256291,8.25778433507423
47.04,16.081416815389094,0.13830137126849068,8.25898275928698
47.12,16.062624859428674,0.1384312664605515,8.260149654837232
47.2,16.04382418832997,0.13856028786225688,8.261285168859054
47.28,16.02501509661077,0.1386884384395416,8.262389448010252
47.36,16.00619787651919,0.13881572109669832,8.263462638472394
47.44,15.98737282033349,0.1389421387780436,8.264504885950817
47.52,15.96854021983101,0.13906769443123304,8.26551633567465
47.6,15.949700357144597,0.13919239100700495,8.266497135120689
47.68,15.930853516076361,0.1393162314589241,8.267447428755448
47.76,15.911999978270872,0.13943921874312554,8.268367358741756
47.84,15.893140023230266,0.13956135581805823,8.269257068550935
47.92,15.874273928329384,0.13968264564422886,8.270116701187295
48.0,15.855401968830845,0.1398030911890389,8.270946399188391
48.08,15.836524417900172,0.13992269548983502,8.271746304625282
48.160000000000004,15.817641546620903,0.1400414614664418,8.272516559102794
48.24,15.798753624009686,0.14015939209150002,8.273257303759777
48.32,15.77986091703141,0.1402764903390919,8.273968679269368
48.4,15.760963692959244,0.14039275918451422,8.27465082583925
48.480000000000004,15.742062214381416,0.14050820160405098,8.275303883211913
48.56,15.72315674158237,0.14062282057474657,8.275927990664908
48.64,15.704247533705114,0.14073661907417864,8.276523287011116
48.72,15.68533484793734,0.14084960008023104,8.277089910599003
48.800000000000004,15.666418939527349,0.14096176657086676,8.277627999312875
48.88,15.647500061799981,0.1410731215764801,8.278137690573152
48.96,15.62857846617251,0.14118366806743357,8.278619122020014
49.04,15.609654402170564,0.14129340901012502,8.279072431868016
49.120000000000005,15.590728117444051,0.14140234738702717,8.279497754465655
49.2,15.57179985778305,0.14151048618019796,8.27989522546495
49.28,15.552869866570836,0.1416178283710806,8.28026498006064
49.36,15.533938377927498,0.14172437694030432,8.280607152990582
49.44,15.515005637487313,0.14183013486748422,8.28092187853616
49.52,15.49607188319845,0.14193510513102192,8.281209290522693
49.6,15.47713735117702,0.1420392907079058,8.281469522319826
49.68,15.458202275720941,0.1421426945971749,8.28170270684194
49.76,15.43926688932379,0.1422453198060334,8.281908976548568
49.84,15.420331422688706,0.1423471692793057,8.282088463444776
49.92,15.401396104742233,0.142448245992127,8.28224129908159
50.0,15.382461162648204,0.14254855291780705,8.28236761455638
50.08,15.363526821821592,0.1426480930276559,8.282467540513277
50.160000000000004,15.3445933059424,0.14274686929080962,8.282541207143575
50.24,15.325660833289243,0.1428448846740561,8.282588744186132
50.32,15.30672962100147,0.1429421421416606,8.282610280927774
50.4,15.287799890923717,0.14303864465519164,8.282605949465458
50.480000000000004,15.268871859342005,0.14313439517546656,8.28257587596207
50.56,15.249945740823042,0.1432293967450133,8.282520188249691
50.64,15.23102174822604,0.14332365225776483,8.28243901391733
50.72,15.21210009271446,0.1434171646669471,8.282332480110497
50.800000000000004,15.193180983767814,0.14350993692239927,8.282200713531802
50.88,15.174264629193441,0.1436019719703929,8.282043840441506
50.96,15.155351235138296,0.1436932727534509,8.281861986658114
51.04,15.13644100610071,0.14378384221016688,8.281655277558952
51.120000000000005,15.117534144942192,0.14387368327502426,8.281423838080743
51.2,15.09863085189083,0.14396279887821548,8.281167792720177
51.28,15.079731326945426,0.14405119194546104,8.280887265534503
51.36,15.060835768239018,0.14413886539782889,8.280582380142093
51.44,15.04194437211777,0.14422582215155336,8.280253259723022
51.52,15.023057333342285,0.1443120651178545,8.279900027019659
51.6,15.004174845099113,0.1443975972027572,8.279522804337223
51.68,14.985297099012215,0.14448242130691027,8.279121713544374
51.76,14.966424285154472,0.1445665405247444,8.278696878053985
51.84,14.947556592059161,0.1446499578516026,8.27824841876089
51.92,14.928694206731452,0.14473267599694167,8.277776455219518
52.0,14.90983731465989,0.1448146978550603,8.277281107658007
52.08,14.890986099932825,0.14489602631507065,8.276762495877009
52.160000000000004,14.8721407455134,0.1449766642607426,8.276220739250457
52.24,14.853301432068719,0.1450566145703478,8.275655956726286
52.32,14.834468339176695,0.14513588011650386,8.2750682668272
52.4,14.81564164495983,0.14521446376601868,8.27445778765139
