task1.time,task1.SOCS3,task2.SOCS3,task3.SOCS3,task1.pSTAT5,task2.pSTAT5,task3.pSTAT5,task1.CIS,task2.CIS,task3.CIS
18.36,0.9904957264839829,294.8449444997478,0.1670319228195761,44.805121689534886,0.17362276971859014,16.109827037018924,0.028320031149816426,1.6497241175488185e-05,579.1234834594536
18.48,1.0105501612370036,294.8449696664501,0.1711904518525794,44.68925020112415,0.17511500565394336,16.138579863722324,0.029630246621298185,1.733245978360655e-05,579.1183610314656
18.599999999999998,1.030741269123316,294.8449953701877,0.1754053207436586,44.573658617885386,0.1766009987453779,16.166758167516814,0.03098755773375328,1.8203099836754476e-05,579.1132515652649
18.72,1.0510667007251306,294.845021616407,0.17967640404240276,44.4583482513756,0.17808061274922088,16.19437289667656,0.032393122126591005,1.9110359607021168e-05,579.1081552721517
18.84,1.0715241301498868,294.845048410497,0.18400356767879225,44.34332031430966,0.17955371256485145,16.221434685145983,0.033848110237304836,2.0055466734234927e-05,579.1030723671157
18.96,1.0921112513347588,294.84507575785847,0.18838666904806028,44.2285759416353,0.18102017219221328,16.247953848515156,0.035353704585423695,2.1039677571031908e-05,579.0980030687375
19.08,1.1128257755129491,294.8451036637933,0.19282555764998272,44.11411620446517,0.18247986258675977,16.27394042747443,0.03691109913825751,2.206427920108284e-05,579.0929475994521
19.2,1.1336654318315553,294.84513213351306,0.19732007510086988,43.999942111540705,0.18393265284737637,16.29940417671982,0.03852149912647495,2.3130589684354356e-05,579.0879061853808
19.32,1.1546279728632338,294.8451611721941,0.2018700551855019,43.886054593677365,0.1853784165561532,16.32435456084456,0.040186121635458004,2.42399576172986e-05,579.082879056243
19.439999999999998,1.1757111698251193,294.8451907849518,0.2064753245125963,43.77245452279556,0.18681702916809742,16.34880079408281,0.04190619459161433,2.5393762883184974e-05,579.0778664455543
19.56,1.196912810323753,294.84522097684317,0.21113570257732767,43.659142693336904,0.18824836877817774,16.372751836215944,0.043682956005925255,2.6593416596814897e-05,579.0728685905328
19.68,1.2182307059459374,294.8452517528833,0.21585100153344708,43.54611985868364,0.18967231932500372,16.396216368296866,0.045517655166181455,2.7840359501032135e-05,579.0678857319074
19.8,1.2396626872720555,294.84528311799096,0.22062102709636155,43.43338671069891,0.19108876125481636,16.419202848996814,0.04741155140269592,2.9136068330780135e-05,579.0629181141766
19.919999999999998,1.2612066030633524,294.84531507703224,0.22544557879022184,43.320943868844786,0.1924975795848852,16.44171952417527,0.049365913588637955,3.0482051121813614e-05,579.0579659856062
20.04,1.2828603228649622,294.8453476348064,0.23032444992065942,43.208791904256046,0.1938986617631801,16.463774416906727,0.05138202044756552,3.187984900271831e-05,579.0530295981179
20.16,1.304621737169119,294.84538079604516,0.2352574279400341,43.09693134256639,0.19529189774635963,16.485375345467585,0.053461160312656776,3.333103657744267e-05,579.0481092073335
20.279999999999998,1.3264887549585962,294.8454145655019,0.24024429259314978,42.98536268041202,0.19667717811711216,16.506529795434854,0.055604630260781884,3.4837219221179626e-05,579.043205071782
20.4,1.3484593030267578,294.84544894780834,0.24528481999235274,42.87408641513881,0.19805439722562593,16.527245179880275,0.057813735648095776,3.640003828574155e-05,579.0383174543375
20.52,1.3705313321336194,294.84548394749294,0.25037878096152444,42.76310292943217,0.19942345283343782,16.547528724446785,0.060089791386088116,3.802117079862492e-05,579.0334466215
20.64,1.3927028120014662,294.8455195690474,0.2555259410470272,42.652412592086456,0.2007842447362432,16.56738746153203,0.06243412039684174,3.9702327554652666e-05,579.0285928433054
20.759999999999998,1.414971732783178,294.8455558168969,0.2607260610529451,42.54201573342011,0.20213667546022782,16.586828258788398,0.06484805370426287,4.144525447196443e-05,579.0237563934307
20.88,1.4373361025682596,294.84559269539443,0.26597889309402917,42.43191264683203,0.20348064952416844,16.605857566307648,0.06733292948753779,4.325173206304543e-05,579.0189375476862
21.0,1.4597939410067624,294.84563020880336,0.27128418937642634,42.32210359015838,0.20481607027772333,16.62448196027283,0.06989009109929883,4.512357221485134e-05,579.0141365870765
21.119999999999997,1.4823433014791438,294.84566836134906,0.27664169662545546,42.21258878849775,0.20614284985224546,16.642707788444614,0.07252089269650222,4.706262952640148e-05,579.0093537957093
21.24,1.5049822522240797,294.845707157173,0.28205115729601415,42.1033684349251,0.20746090074902887,16.660541240084694,0.07522669392609625,4.907079226032638e-05,579.0045894611388
21.36,1.527708881632085,294.8457466003445,0.2875123098843645,41.99444269244877,0.20877013823854418,16.677988360267435,0.07800886105529521,5.114998529673089e-05,578.9998438743899
21.48,1.550521296456684,294.8457866948597,0.29302488463962106,41.8858115931582,0.21007048040413898,16.695054799963117,0.08086876617987276,5.330217047195158e-05,578.9951173284607
21.599999999999998,1.5734176076704878,294.84582744467787,0.2985886138288542,41.7774742518012,0.21136184572988714,16.71174639854317,0.0838077829155066,5.552934226684582e-05,578.99041012162
21.72,1.5963959673024937,294.8458688536614,0.3042032242139419,41.66943090825248,0.2126441570543588,16.728068748852092,0.08682729660122399,5.783353554976707e-05,578.9857225548442
21.84,1.6194545386194925,294.84591092558566,0.30986843926571267,41.5616812713208,0.2139173409064703,16.74402731922247,0.08992869552885992,6.021682457491645e-05,578.9810549324623
21.96,1.6425915041237955,294.8459536641637,0.31558397897135726,41.45422496094195,0.215181325855266,16.759627440901546,0.09311337293715138,6.268132011344917e-05,578.9764075620224
22.08,1.6658050653599306,294.84599707303414,0.3213495572541342,41.34706153437365,0.2164360432940561,16.77487417789071,0.09638272666719916,6.522917119434437e-05,578.9717807534639
22.2,1.6890934297742048,294.8460411557656,0.327164889295829,41.2401929730825,0.2176814270976113,16.789772684464186,0.0997381545541247,6.786256413648279e-05,578.9671748211719
22.32,1.7124548398031283,294.8460859158745,0.3330296859747753,41.13361814374043,0.21891741229907113,16.804327928170117,0.10318106372572053,7.058371820719205e-05,578.9625900822805
22.439999999999998,1.735887550291222,294.84613135676625,0.3389436555721012,41.02733707958333,0.22014393937317392,16.818544770768654,0.10671286288470663,7.339490057423423e-05,578.9580268570935
22.56,1.759389834307106,294.8461774817848,0.3449065033766412,40.92134986447853,0.22136095059252253,16.832427950105686,0.11033496394323214,7.629841397815596e-05,578.9534854689014
22.68,1.7829599830393186,294.8462242941981,0.3509179304022651,40.815656642180315,0.22256839106982987,16.845982025211466,0.11404878170768892,7.929660053084114e-05,578.94896624356
22.8,1.8065963025616152,294.8462717971977,0.35697763838943797,40.71025552835042,0.22376620877685316,16.859211581773234,0.11785573191413763,8.239184199246775e-05,578.9444695107767
22.919999999999998,1.8302971200669065,294.84631999392036,0.36308532581903785,40.60514686592638,0.2249543527052421,16.872121065219474,0.12175723425250885,8.558655378762771e-05,578.9399956029522
23.04,1.8540607796094477,294.8463688874114,0.36924068920584285,40.50033045172432,0.2261327758974248,16.88471483255627,0.12575470986297804,8.888319543108154e-05,578.9355448554585
23.16,1.8778856425030837,294.84641848063217,0.37544342245137846,40.395805882286524,0.22730143480922088,16.896997125775314,0.12984958128549412,9.228426859323599e-05,578.9311176063765
23.279999999999998,1.9017700874257062,294.8464687764735,0.38169321642433546,40.29157270291268,0.22846028814198038,16.908972054127684,0.13404327225451998,9.579231337818359e-05,578.926714196298
23.4,1.9257125106756245,294.8465197777491,0.3879897627503336,40.187630824310624,0.22960929739663688,16.920643740385877,0.1383372071675291,9.940991040374703e-05,578.9223349693424
23.52,1.9497113253730716,294.8465714871993,0.3943327505204035,40.08397977027416,0.230748426332474,16.932016191232254,0.14273281113017475,0.0001031396793221884,578.917980272131
23.64,1.973764961642353,294.84662390750503,0.40072186740804816,39.980619012086805,0.2318776391643107,16.943093339397606,0.14723150946535973,0.00010698427339164559,578.9136504540331
23.759999999999998,1.9978718665821962,294.8466770412409,0.4071567987063872,39.877548068212164,0.23299690643872767,16.953879004930727,0.15183472733809458,0.00011094639808614816,578.9093458667983
23.88,2.022030504078548,294.84673089091535,0.41363722777721446,39.77476642939173,0.2341061999426578,16.964376911266708,0.1565438894664846,0.00011502879537239037,578.9050668646128
24.0,2.046239354127186,294.8467854589589,0.4201628388118953,39.67227397256109,0.23520549412262845,16.974590791021498,0.16136041982037932,0.0001192342483675409,578.9008138048536
24.119999999999997,2.07049691353561,294.846840747724,0.426733314043808,39.57007035174032,0.23629476607892144,16.98452427644181,0.16628574125902035,0.00012356558153595425,578.8965870471702
24.24,2.094801695741701,294.8468967594995,0.4333483347453341,39.46815504403127,0.2373739936191938,16.99418093673957,0.17132127520775267,0.00012802565320458616,578.8923869537078
24.36,2.1191522302591403,294.8469534964859,0.44000758001899565,39.36652767244184,0.23844315845273328,17.003564232521377,0.1764684413512427,0.0001326173684267423,578.8882138886729
24.48,2.14354706273165,294.84701096080136,0.44671072812730683,39.26518787714617,0.2395022453764179,17.012677563564623,0.1817286572997691,0.00013734367597966607,578.884068218648
24.599999999999998,2.1679847537827373,294.84706915448993,0.45345745798494225,39.16413508063201,0.2405512411258035,17.021524322561977,0.1871033383689034,0.00014220756403659018,578.8799503129547
24.72,2.192463879951341,294.84712807951735,0.4602474471174585,39.06336873747821,0.24159013490263773,17.030107818943495,0.19259389714473152,0.0001472120624746402,578.8758605429738
24.84,2.2169830344443664,294.8471877377747,0.46708037246822515,38.96288854158746,0.2426189180366073,17.038431307425324,0.19820174306790303,0.00015236024096068113,578.8717992823067
24.96,2.24154082544775,294.8472481310891,0.4739559090847552,38.862694066180964,0.24363758300938237,17.046497944244045,0.2039282822686928,0.00015765520293271776,578.8677669063295
25.08,2.266135876520518,294.8473092611863,0.48087373212280266,38.7627848877443,0.24464612664389526,17.054310852105303,0.2097749171879064,0.00016310010638997634,578.8637637926806
25.2,2.2907668261723697,294.84737112972323,0.48783351709450185,38.66316040031028,0.24564454728143165,17.061873127594428,0.21574304658844443,0.00016869814598676942,578.8597903212551
25.32,2.315432327836806,294.8474337382785,0.49483493867458994,38.56381988661863,0.2466328455431609,17.069187801339243,0.22183406510441114,0.00017445255819686993,578.8558468737926
25.439999999999998,2.340131050396805,294.8474970883526,0.5018776712778461,38.464762948108,0.24761102430521723,17.076257856210965,0.22804936214421354,0.00018036662141606685,578.851933833964
25.56,2.3648616772915934,294.8475611813835,0.5089613877144119,38.36598901344679,0.24857908781002616,17.083086188052903,0.23439032245257346,0.00018644364741769064,578.8480515869251
25.68,2.389622906610104,294.84762601871995,0.516085761652897,38.2674974878302,0.24953704308939373,17.08967567651247,0.2408583255189653,0.00019268699595114262,578.8442005199195
25.8,2.4144134512215487,294.8476916016288,0.523250466879591,38.169287810200146,0.25048489952664865,17.096029163231627,0.24745474573610157,0.00019910007071053138,578.8403810220005
25.919999999999998,2.4392320388304576,294.8477579313038,0.5304551768219287,38.07135949400282,0.2514226683647065,17.102149437678246,0.2541809524241284,0.00020568631476192603,578.8365934838231
26.04,2.464077410574305,294.8478250088611,0.5376995649251634,37.9737118503618,0.25235036290749435,17.10803924764831,0.2610383072641384,0.00021244921291183231,578.8328382976721
26.16,2.4889483220921016,294.84789283534354,0.5449833032597697,37.87634424969937,0.25326799829266117,17.113701261304822,0.2680281661240538,0.00021939228940951613,578.8291158570041
26.279999999999998,2.513843543043146,294.84796141173223,0.5523060653850126,37.77925604563395,0.25417559092821107,17.119138144460724,0.2751518781295392,0.00022651910164732278,578.82542655716
26.4,2.538761857194192,294.8480307389066,0.5596675248097885,37.682446636676254,0.2550731603087117,17.124352518649413,0.2824107857641897,0.00023383326219694585,578.8217707948659
26.52,2.563702062928466,294.8481008176793,0.5670673550763595,37.585915646486974,0.25596072735849834,17.12934696313817,0.28980622575569387,0.00024133841948920939,578.8181489681805
26.64,2.5886629710177957,294.8481716487871,0.574505229981247,37.489662334938394,0.25683831485473557,17.13412402065557,0.29733952486280063,0.0002490382632607636,578.8145614764809
26.759999999999998,2.613643406293573,294.84824323289,0.5819808221128345,37.393686104933565,0.25770594739302893,17.13868615832787,0.30501200292634023,0.00025693652455347263,578.8110087200004
26.88,2.638642207021286,294.8483155705879,0.5894938061073315,37.29798636382017,0.25856365071656146,17.143035853938944,0.31282497164169043,0.0002650369663649562,578.8074911006155
27.0,2.6636582248242644,294.8483886623933,0.5970438564035928,37.20256251946363,0.25941145276564254,17.147175536075387,0.32077973448237657,0.0002733433995693607,578.8040090211771
27.119999999999997,2.688690325040796,294.8484625087402,0.6046306478002733,37.107413929993,0.26024938330085434,17.15110759870389,0.32887758852295346,0.0002818596778864581,578.8005628855827
27.24,2.713737385380237,294.84853710999187,0.6122538554813043,37.01254003537989,0.2610774735545192,17.15483440169149,0.33711981880725855,0.00029058969326672897,578.7971530987113
27.36,2.738798296776792,294.84861246643663,0.6199131538501101,36.917940254093395,0.26189575635515844,17.158358240811722,0.3455077023478724,0.00029953737822397894,578.7937800660753
27.48,2.763871963002905,294.84868857829275,0.6276082194055546,36.82361401234842,0.2627042659947318,17.161681421154526,0.35404250668962817,0.00030870670323108606,578.7904441944235
27.599999999999998,2.7889573005454165,294.84876544571773,0.6353387285910378,36.72956074526516,0.2635030379592776,17.16480620192911,0.3627254896246875,0.00031810167043805994,578.7871458911625
27.72,2.8140532388302217,294.84884306877376,0.6431043584192565,36.63577961715193,0.2642921097215664,17.167734812279438,0.371557901983137,0.0003277263359828856,578.7838855644304
27.84,2.8391587193377887,294.84892144745874,0.6509047863686216,36.542270135711675,0.2650715199655883,17.170469448752165,0.3805409806353675,0.00033758479008233553,578.780663623006
27.959999999999997,2.864272696063299,294.8490005816982,0.658739689664832,36.44903168253222,0.26584130875450457,17.173012258213987,0.3896759533608463,0.00034768116252385475,578.7774804761011
28.08,2.889394135242647,294.849080471345,0.6666087474201132,36.356063635269315,0.26660151749057015,17.175365388397175,0.3989640372380184,0.0003580196225566336,578.7743365336956
28.2,2.9145220152299576,294.8491611161943,0.6745116389583922,36.26336536771106,0.2673521888219618,17.177530948183183,0.40840643837137175,0.0003686043691736915,578.771232206149
28.32,2.939655326973654,294.8492425159588,0.6824480443168325,36.17093619482771,0.26809336669449957,17.17951101939106,0.4180043545336269,0.0003794396476165842,578.7681679042231
28.439999999999998,2.964793072703987,294.8493246702779,0.6904176440745585,36.07877548139221,0.26882509627989715,17.18130765307532,0.4277589691017548,0.00039052974353453833,578.765144038992
28.56,2.989934266558943,294.8494075787241,0.6984201190070057,35.986882573326604,0.2695474239119164,17.18292286205599,0.43767145442853905,0.00040187897857396664,578.7621610217258
28.68,3.0150779344015004,294.84949124079964,0.7064551515838625,35.895256803003505,0.2702603970588953,17.184358653284615,0.4477429712778209,0.0004134917125509039,578.7592192640219
28.799999999999997,3.040223113648444,294.8495756559411,0.7145224247192203,35.80389749349041,0.2709640643186361,17.185617000836547,0.4579746683160199,0.00042537234065199,578.7563191775691
28.919999999999998,3.0653688538987787,294.84966082352776,0.7226216221619282,35.71280406323463,0.2716584754556819,17.186699854344404,0.4683676845322222,0.00043752528746747747,578.7534611741315
29.04,3.0905142155137004,294.8497467428508,0.7307524282723946,35.62197584212528,0.27234368107061885,17.187609134500562,0.4789231443295678,0.00044995502852515856,578.750645665467
29.16,3.115658270024293,294.8498334131417,0.7389145279686249,35.53141214508006,0.27301973281942454,17.188346732000497,0.4896421591556922,0.0004626660707160913,578.7478730632586
29.279999999999998,3.1408001002527732,294.84992083356457,0.7471076077159572,35.44111230527067,0.2736866833003047,17.188914527706363,0.5005258281083184,0.0004756629575709008,578.7451437791077
29.4,3.16593880005042,294.85000900321654,0.7553313546155084,35.35107565333963,0.2743445860140355,17.18931437415398,0.5115752371694614,0.000488950269042522,578.7424582244122
29.52,3.1910734747697265,294.85009792114136,0.76358545670528,35.26130156854967,0.2749934955424605,17.189548101715353,0.5227914612915016,0.0005025326118074985,578.7398168103178
29.64,3.2162032403249974,294.85018758630673,0.7718696024197184,35.171789407034986,0.275633467126138,17.189617508073542,0.5341755608906166,0.0005164146356815024,578.7372199476878
29.759999999999998,3.2413272230648715,294.8502779976136,0.7801834810602118,35.08253850074298,0.27626455676724626,17.18952436749989,0.5457285815570843,0.0005306010272060176,578.7346680470106
29.88,3.2664445601766383,294.8503691539014,0.7885267838244412,34.99354820267754,0.2768868212778215,17.18927045107807,0.5574515558725825,0.0005450965056109445,578.7321615182763
30.0,3.2915543993746934,294.8504610539459,0.7968992025124729,34.90481786981507,0.27750031819089177,17.188857501419985,0.5693455023912188,0.0005599058247360769,578.7297007709902
30.119999999999997,3.316655899161153,294.8505536964626,0.805300429982685,34.81634683341695,0.2781051058091468,17.188287241657573,0.5814114273263372,0.0005750337701436914,578.7272862140824
30.24,3.3417482283692332,294.85064708011396,0.8137301601814789,34.7281344282438,0.27870124333895996,17.187561376085863,0.5936503225424424,0.0005904851536666752,578.7249182558422
30.36,3.366830565667961,294.8507412034846,0.822188088172992,34.6401800249464,0.2792887901782397,17.18668159080602,0.6060631633478542,0.0006062648333803738,578.7225973038543
30.48,3.3919021000718406,294.85083606510426,0.8306739101688065,34.55248297992432,0.27986780648555754,17.18564955436839,0.6186509114645753,0.0006223776950776907,578.7203237649328
30.599999999999998,3.416962030631861,294.8509316634423,0.8391873194451318,34.46504265241711,0.28043835297088465,17.18446683732382,0.631414513780689,0.0006388286571314466,578.718098045541
30.72,3.4420095668402095,294.851027996908,0.8477280157767516,34.37785796339485,0.2810004908588577,17.183135098301406,0.6443549050199008,0.0006556226701729735,578.7159205506185
30.84,3.467043928271374,294.85112506386116,0.8562956986475114,34.290927616586075,0.28155428227322526,17.18165595018866,0.6574730061166251,0.0006727647077932005,578.7137916843197
30.959999999999997,3.4920643432201324,294.8512228625949,0.8648900683749103,34.2042511892958,0.282099789450882,17.180030982363643,0.6707697169498331,0.0006902597821912297,578.7117118498198
31.08,3.5170700500883676,294.8513213913432,0.8735108264798832,34.11782783971983,0.28263707500377067,17.178261768043626,0.684245924535702,0.0007081129374874641,578.7096814492091
31.2,3.542060296809906,294.85142064828517,0.8821576757126207,34.0316567154913,0.2831662020334644,17.176349864851367,0.6979025001865037,0.0007263292461768819,578.7077008834298
31.32,3.5670343407446325,294.85152063154334,0.8908303200783879,33.94573695531346,0.28368723400429413,17.17429681538146,0.7117402993086317,0.0007449138107289454,578.7057705522099
31.439999999999998,3.5919914485726068,294.85162133918686,0.8995284629557537,33.860067690592274,0.2842002348566829,17.17210411240158,0.7257601612006299,0.0007638717607344768,578.7038908543639
31.56,3.616930896188183,294.8517227692362,0.9082518065071672,33.77464804706919,0.2847052692348235,17.16977318801275,0.7399629088512207,0.000783208248131427,578.7020621878456
31.68,3.6418519717425557,294.85182491964605,0.9170000607651679,33.68947663943735,0.28520240137777686,17.16730558218724,0.7543493656511482,0.0008029284648865834,578.7002849479535
31.799999999999997,3.666753969788522,294.8519277883224,0.9257729339371723,33.604552498838395,0.2856916960621689,17.16470276311558,0.768920324304844,0.0008230376262082797,578.6985595291219
31.919999999999998,3.6916361927916443,294.85203137311834,0.9345701354712715,33.519874814089675,0.28617321829211534,17.161966184131362,0.7836765553154514,0.000843540974806981,578.6968863242768
32.04,3.71649795322415,294.8521356718344,0.9433913760740759,33.43544257906873,0.28664703326757845,17.15909728412968,0.7986188186003987,0.0008644437804779309,578.695265724772
32.16,3.7413385723357955,294.85224068222664,0.9522363677285559,33.35125477523198,0.287113206903384,17.15609748798557,0.8137478572551573,0.0008857513315718138,578.6936981203266
32.28,3.76615738005193,294.8523464019945,0.9611048237118889,33.267310372611746,0.2875718048047807,17.152968206972456,0.8290643973724793,0.0009074689492026509,578.6921838989623
32.4,3.790953714871568,294.85245282878697,0.9699964545764329,33.183608330813286,0.2880228926560771,17.14971076159743,0.8445691478616305,0.0009296019806391398,578.6907234485076
32.519999999999996,3.8157269237654403,294.85255996020516,0.9789109761997435,33.10014760001175,0.288466536363392,17.14632653638729,0.8602628002676229,0.0009521557963182443,578.6893171534152
32.64,3.840476369505202,294.8526677938017,0.987848106111644,33.016937536749495,0.28890280191136847,17.142816909375213,0.8761460680795874,0.0009751357910724799,578.687965396133
32.76,3.865201413040671,294.85277632708306,0.9968075620154545,32.933973349331396,0.289331755499679,17.13918322375634,0.8922195934440975,0.0009985473814294946,578.6866685576214
32.879999999999995,3.889901426823102,294.85288555751265,1.0057890628766541,32.85125491439104,0.28975346377573,17.1354268088859,0.9084840183261941,0.0010223960016074605,578.6854270168755
33.0,3.914575791967191,294.85299548250055,1.0147923289339529,32.76878294326074,0.29016799267579535,17.131548980567498,0.9249399697891153,0.0010466871183759318,578.6842411508638
33.12,3.9392238977095406,294.8531060994145,1.02381708171036,32.68655836686605,0.290575408433112,17.127551041341352,0.9415880574774913,0.001071426216539313,578.6831113344689
33.24,3.963845141315161,294.85321740557737,1.0328630436525006,32.60458234856111,0.29097577725571594,17.123434275103122,0.958428873481463,0.001096618802454581,578.6820379408115
33.36,3.9884389279839954,294.85332939826816,1.0419299365274992,32.52285629696386,0.2913691653007584,17.11919992277478,0.9754629922008093,0.0011222704035296488,578.6810213428683
33.48,4.013004671863122,294.8534420747262,1.0510174868636895,32.441378617738096,0.2917556392085241,17.114849265398277,0.9926909761694369,0.0011483865607750544,578.6800619077715
33.6,4.037541799999526,294.85355543214536,1.0601254210065474,32.36013279280583,0.2921352650545288,17.110383548854887,1.010113397731139,0.0011749728409894472,578.6791600018944
33.72,4.062049737851613,294.85366946767743,1.06925346658328,32.27912984840659,0.29250810878060607,17.105804006320536,1.0277307613063515,0.0012020348305888013,578.6783159892824
33.839999999999996,4.086527922532161,294.8537841784343,1.0784013525105494,32.198369034681335,0.29287423632323173,17.101111858503053,1.0455435751474595,0.0012295781331933154,578.6775302315956
33.96,4.1109757987690925,294.85389956148754,1.0875688090022018,32.11784947574267,0.2932337134805234,17.096308313879447,1.0635523299330163,0.0012576083704577262,578.6768030880518
34.08,4.135392818820327,294.8540156138704,1.0967555675769918,32.037570157879614,0.29358660591011365,17.09139456893317,1.0817574986768799,0.0012861311779033247,578.6761349153693
34.199999999999996,4.1597784423886415,294.8541323325796,1.1059613603720524,31.957529917762344,0.29393297912843747,17.086371799492525,1.100159536637348,0.00131515220050052,578.675526069498
34.32,4.184132136536543,294.85424971456945,1.1151859211943376,31.877727430646942,0.2942728983577409,17.08124117434613,1.1187588812263054,0.0013446771151031402,578.6749769028748
34.44,4.208453377611805,294.85436775675913,1.1244289857221772,31.798161141382202,0.2946064286293044,17.076003857964594,1.1375559631840755,0.0013747116077038038,578.6744877638687
34.56,4.232741649794638,294.85448645603134,1.1336902905631514,31.71882929152125,0.29493363472340794,17.070660998562825,1.156551198825452,0.0014052613794769734,578.674058999168
34.68,4.256996440325822,294.854605809233,1.1429695736409133,31.639730040850164,0.29525458114654307,17.065213733196398,1.175744963689372,0.0014363321462541852,578.6736909527482
34.8,4.281217245662706,294.8547258131763,1.15226657420136,31.56086127805039,0.2955693321086249,17.059663187979,1.1951376274168013,0.0014679296379992517,578.6733839658186
34.92,4.305403569302363,294.85484646463885,1.161581032818816,31.482220668406846,0.29587795150020435,17.054010478299826,1.2147295419400856,0.0015000595982834896,578.6731383767701
35.04,4.329554921702337,294.85496776036507,1.1709126913990688,31.403805641845032,0.2961805028696801,17.04825670899422,1.2345210414251149,0.001532727783760932,578.6729545211293
35.16,4.3536708202013985,294.8550896970748,1.1802612902779248,31.325613380968118,0.2964770572821779,17.042402931239476,1.254512442213486,0.0015659399176366484,578.6728327387483
35.28,4.377750788940315,294.8552122714443,1.1896265756442677,31.247640809093948,0.29676767458966846,17.036450253278847,1.2747040427646767,0.0015997017983390748,578.6727733552775
35.4,4.40179436135131,294.8553354801225,1.1990082932068216,31.169904446130197,0.29705241770889057,17.030399746185907,1.2950961382730182,0.001634019215519076,578.6727766979033
35.519999999999996,4.425801075410393,294.8554593197282,1.2084061900204857,31.09240428840362,0.29733134978637304,17.024252471201088,1.315688993939566,0.0016688979659404783,578.6728430907611
35.64,4.449770474770417,294.85558378685045,1.2178200144932607,31.015133173292213,0.2976045336432315,17.01800947996025,1.3364828518400242,0.0017043438560631148,578.6729728548809
35.76,4.473702110617391,294.8557088780496,1.2272495163931734,30.938091737901384,0.297872031757513,17.011671814723215,1.3574779419245457,0.0017403627014880756,578.6731663081321
35.879999999999995,4.497595540624097,294.8558345898575,1.236694446855198,30.861280926715935,0.2981339062465412,17.00524050860234,1.3786744764347207,0.001776960326402955,578.6734237651691
36.0,4.521450328875308,294.85596091877864,1.2461545583881863,30.784702014106518,0.2983902188492611,16.998716585791048,1.4000726498712124,0.00181414256302712,578.6737455373761
36.12,4.545266045793,294.85608786129154,1.2556296048817899,30.708356626836235,0.29864103242628587,16.992101061792397,1.421672638961378,0.0018519152133118144,578.674131932813
36.24,4.569042268061561,294.85621541384836,1.2651193416133826,30.632246766567118,0.2988864087031488,16.98539494364761,1.443474602626894,0.0018902841040715,578.6745832561595
36.36,4.592778582492578,294.8563435728751,1.2746235252549911,30.55634764400159,0.2991264075765899,16.978599230164658,1.4654787033070054,0.0019292551032426665,578.6750998086615
36.48,4.616474576716769,294.85647233477374,1.2841419090112798,30.480671423586998,0.2993610894843983,16.971714831826784,1.4876850568743372,0.0019688340599521457,578.6756818998368
36.6,4.6401298460844576,294.85660169592256,1.2936742493261182,30.405219107238523,0.2995905144444581,16.964742681541132,1.5100937704140462,0.0020090268274221843,578.6763298312374
36.72,4.663743992265206,294.8567316526767,1.303220310600759,30.32998970515364,0.2998147420394511,16.957683812586176,1.5327049350057353,0.002049839262357036,578.6770438850133
36.839999999999996,4.687316622903461,294.85686220136887,1.3127798544032037,30.254982118672714,0.3000338314015611,16.95053918071917,1.555518624229823,0.0020912772243295483,578.6778243499411
36.96,4.710847351548468,294.85699333831053,1.3223526436670063,30.18019513041781,0.300247841197177,16.943309733555648,1.5785348941606043,0.002133346575167773,578.6786715112434
37.08,4.734335797584167,294.85712505978927,1.331938442696289,30.105627394431565,0.3004568303116881,16.93599641076652,1.6017537833592956,0.0021760531689742567,578.6795856505373
37.199999999999996,4.7577815868021975,294.85725736206194,1.3415370171707592,30.031278594721133,0.3006608598375968,16.928600144275183,1.6251753161752218,0.002219402824706766,578.6805670457861
37.32,4.781184353981083,294.85739024138655,1.3511481341507317,29.95715424871343,0.30085998514794804,16.921121858454608,1.6487995163669733,0.002263401431418682,578.6816159712475
37.44,4.8045437337150885,294.85752369399336,1.3607715620821432,29.883249162248568,0.3010542634340778,16.913562470324443,1.6726263602789706,0.002308054846584962,578.6827326974245
37.559999999999995,4.8278593687114375,294.85765771609425,1.3704070708015716,29.80956262180434,0.3012437514122724,16.90592288974812,1.6966558198766553,0.0023533689259692256,578.6839174910147
37.68,4.8511309072529905,294.85779230388385,1.3800544315412555,29.736093902050868,0.30142850531202536,16.898204019629944,1.720887850047868,0.002399349522962824,578.6851706148599
37.8,4.8743580031333105,294.85792745354,1.3897134169341108,29.662842265388452,0.3016085808642944,16.890406756112185,1.745322388622505,0.002446002487923882,578.6864923278966
37.92,4.897540315591743,294.8580631612245,1.399383785864507,29.58980696148534,0.3017840332897582,16.882531752087075,1.769959356392177,0.002493333667516346,578.68788292801
38.04,4.920677509248499,294.8581994230839,1.4090653230506156,29.516987226815548,0.30195491728707347,16.87458003552872,1.7947986571298797,0.002541348904049053,578.6893426399326
38.16,4.943769255638952,294.85833623521427,1.4187578046259766,29.444383362862027,0.3021212916718118,16.86655247205078,1.81984018577237,0.0025900540166527253,578.6908717126536
38.28,4.96681523218299,294.85847359374225,1.4284610077892534,29.37199608426731,0.30228320897140837,16.858449915738927,1.845083823510511,0.002639454841207436,578.6924703920627
38.4,4.9898151180916255,294.8586114947735,1.4381747110689216,29.299823801231398,0.30244072217555357,16.85027321340361,1.8705294172471638,0.002689557203273879,578.6941389201647
38.519999999999996,5.01276859951824,294.85874993439484,1.4478986943246956,29.22786613728882,0.30259388454899155,16.842023204721084,1.8961768062408746,0.0027403669181176138,578.6958775350394
