task1.time,task1.pSTAT5,task1.CIS,task1.SOCS3,task1.SOCS3RNA,task1.CISRNA
71.0,15.973482900104274,13.463502895030533,9.20114929326938,0.05298587571034515,0.13786897910717008
71.25,15.908540506780637,13.560406711999235,9.2185072894904,0.0530858332104538,0.13780246802306712
71.5,15.844025735409108,13.657043578600806,9.235674673607832,0.05318469305210617,0.13772866300864509
71.75,15.77993600885534,13.753407482764452,9.252652494457886,0.053282461275141975,0.13764766498281633
72.0,15.71626876465852,13.849492518880968,9.269441800742582,0.05337914391862786,0.13755957476232622
72.25,15.653021458199545,13.94529283293967,9.286043646789812,0.05347474705402705,0.13746449444519587
72.5,15.59019155898263,14.040802683309197,9.302459085839965,0.053569276746540044,0.1373625257941065
72.75,15.52777654658596,14.136016507076638,9.318689162733019,0.053662739012992865,0.1372537684755872
73.0,15.465773917165022,14.230928809177659,9.33473492570955,0.05375513988979371,0.13713832289639982
73.25,15.404181181045477,14.325534201157865,9.350597422072378,0.05384648540795044,0.13701628915815534
73.5,15.34299586260523,14.419827401492535,9.366277697994574,0.05393678159196486,0.136887767009193
73.75,15.28221550015647,14.513803235906307,9.381776798327472,0.054026034458727196,0.1367528557964593
74.0,15.221837645827737,14.60745663769291,9.39709576640866,0.054114250016410397,0.13661165441738696
74.25,15.161859865445976,14.700782648034858,9.412235643869993,0.05420143426336456,0.13646426127177408
74.5,15.102279738418593,14.793776416323174,9.427197470445593,0.05428759318701131,0.13631077421366308
74.75,15.043094891871709,14.886432677399256,9.44198234057759,0.05437273308981075,0.13615130435275666
75.0,14.984302916183358,14.9787470398464,9.456591263371367,0.054456859782806746,0.1359859419046549
75.25,14.925901432516648,15.07071495330552,9.471025274570955,0.054539979230442896,0.13581478349359033
75.5,14.86788807732672,15.162331943566038,9.485285410874733,0.05462209740265814,0.13563792588826903
75.75,14.810260500426331,15.253593640622535,9.49937270673164,0.05470322025643758,0.13545546521935778
76.0,14.753016364878585,15.344495778831266,9.513288194166902,0.05478335373480898,0.13526749693568424
76.25,14.696153346889693,15.435034197066656,9.52703290260776,0.05486250376583913,0.13507411576043754
76.5,14.639669135701702,15.525204838877805,9.540607858709192,0.05494067626163035,0.13487541564736832
76.75,14.583561433485261,15.615003752644979,9.554014086179642,0.05501787711731686,0.13467148973698922
77.0,14.527827969538079,15.70442679209548,9.567252638355646,0.05509411239864762,0.13446243878095288
77.25,14.472466494471723,15.793469735974075,9.5803245849654,0.05516938826576366,0.13424836772065543
77.5,14.417474732453153,15.882129286278008,9.593230902870602,0.0552437103440287,0.13402935743662892
77.75,14.362850440595913,15.970401822188736,9.605972612096936,0.055317084507368455,0.1338054999244386
78.0,14.308591388868034,16.05828381882107,9.618550729910188,0.05538951661381533,0.13357688642099003
78.25,14.254695360005444,16.145771846946648,9.63096627068929,0.0554610125047773,0.13334360737296755
78.5,14.201160149425398,16.23286257271736,9.643220245799375,0.05553157800430697,0.1331057524052729
78.75,14.147983565139892,16.31955275738885,9.655313663464838,0.05560121891837053,0.13286341028946375
79.0,14.095163427669078,16.405839257043944,9.66724752864239,0.05566994103411672,0.13261666891219226
79.25,14.0426975699547,16.49171902231613,9.6790228428941,0.055737750119145814,0.13236561524364363
79.5,13.990583862857653,16.57718850494886,9.690640672674323,0.05580465231474405,0.13211035454344544
79.75,13.938820157870337,16.662244983715745,9.702101996243007,0.05587065325432446,0.1318509673179583
80.0,13.887404322253147,16.746885747503466,9.713407797727735,0.05593575860508892,0.13158753577396062
80.25,13.836334241138532,16.831108044245543,9.724559072854715,0.05599997410103048,0.1313201454342963
80.5,13.785607812004788,16.91490920676254,9.735556814275897,0.0560633054584386,0.13104888101610132
80.75,13.735222944605765,16.99828665210804,9.746402011485555,0.05612575837541885,0.1307738264114845
81.0,13.685177560900561,17.08123788091462,9.75709565073689,0.056187338531412584,0.13049506466820826
81.25,13.635469594983233,17.163760476739874,9.767638714958606,0.05624805158671665,0.13021267797036953
81.5,13.586096993012486,17.245852105412347,9.778032183671522,0.05630790318200304,0.12992674761908055
81.75,13.537057713024264,17.327510454833998,9.788277041733943,0.056366898988679824,0.12963735687884428
82.0,13.488349724641814,17.408733122655633,9.798374295816174,0.05642504480376063,0.1293445963326811
82.25,13.439971010079285,17.489518161618186,9.80832489335985,0.05648234608318672,0.12904853758531198
82.5,13.391919562991525,17.569863529854263,9.818129803903897,0.05653880841014776,0.12874925966808515
82.75,13.344193388740026,17.649767261182156,9.82778999365386,0.05659443734863776,0.12844684079232205
83.0,13.296790504322308,17.729227464296642,9.837306425421513,0.056649238443107215,0.12814135833746626
83.25,13.249708938301323,17.808242321959803,9.846680058564452,0.05670321721811525,0.12783288883923263
83.5,13.202946730734846,17.886810090191826,9.855911848925697,0.056756379177981896,0.1275215079777562
83.75,13.156501933104867,17.964929097461813,9.865002748773296,0.05680872980644021,0.12720729056574123
84.0,13.110372608247,18.042597743878602,9.873953706739918,0.056860274566288456,0.1268903105366103
84.25,13.064556831019022,18.119814482683385,9.882765680832714,0.05691101897430815,0.12657064580489527
84.5,13.019052686841157,18.196577852701246,9.891439613809588,0.0569609684594669,0.12624836909783457
84.75,12.973858271966769,18.2728864693598,9.899976439154013,0.05701012839732471,0.12592355019328946
85.0,12.928971694061202,18.348739008330273,9.908377092498242,0.0570585041758152,0.1255962601886766
85.25,12.884391071803355,18.424134212567196,9.916642505766438,0.05710610116151847,0.12526656932834657
85.5,12.84011453481568,18.499070891484973,9.924773607124793,0.05715292469937392,0.12493454699565512
85.75,12.796140223594172,18.573547920134438,9.932771320931648,0.05719898011239296,0.12460026170503445
86.0,12.752466289438354,18.647564238379424,9.940636567687621,0.05724427270137179,0.12426378109406451
86.25,12.70909089438128,18.72111885007332,9.948370263985721,0.05728880774460425,0.12392517191554421
86.5,12.666012211463574,18.794210821521425,9.955973323761368,0.057332590505079994,0.12358450043841446
86.75,12.623228429303623,18.86683927102523,9.963446675773648,0.05737562633115135,0.12324183795383895
87.0,12.580737738627645,18.939003395874987,9.970791212929186,0.05741792036471198,0.12289724484396583
87.25,12.538538344244138,19.010702446523986,9.978007837737431,0.05745947780295373,0.12255078488659157
87.5,12.496628461404965,19.08193573317357,9.9850974487771,0.05750030382043284,0.12220252100625432
87.75,12.45500631573817,19.152702624943828,9.992060940656966,0.05754040356884416,0.12185251526965923
88.0,12.413670143180788,19.223002549044317,9.998899203976642,0.05757978217679531,0.12150082888110388
88.25,12.372618189911654,19.292834989944744,10.005613125287367,0.057618444749580895,0.12114752217790355
88.5,12.331848712284234,19.362199488545684,10.012203587052792,0.05765639636895665,0.12079265462581655
88.75,12.291359976759413,19.431095641349277,10.018671467609762,0.05769364209291365,0.12043628481446969
89.0,12.25115026538281,19.499523074717136,10.025017653496073,0.05773018702666841,0.12007847391114751
89.25,12.21121786842978,19.56748147678706,10.031243023155797,0.057766036228829115,0.11971928111045807
89.5,12.171561078861481,19.63497062125213,10.037348434684224,0.05780119464082385,0.11935876021364582
89.75,12.13217820409228,19.701990313355566,10.043334752185677,0.05783566723868397,0.11899696700583035
90.0,12.09306756143695,19.768540409216467,10.049202835729114,0.057869458975202716,0.11863395645352934
90.25,12.054227478049429,19.834620814973764,10.054953541322215,0.05790257477978596,0.11826978270379854
90.5,12.015656290861596,19.90023148593016,10.060587720885437,0.05793501955830288,0.11790449908337174
90.75,11.977352346522034,19.96537242569609,10.066106222226088,0.057966798192936604,0.11753815809780085
91.0,11.939314001334807,20.030043685333634,10.071509889012399,0.05799791554203489,0.11717081143059589
91.25,11.90153962119822,20.094245362500505,10.076799560747586,0.05802837643996085,0.11680250994236502
91.5,11.864027588024518,20.15797759561423,10.081976094262398,0.058058185820859115,0.11643330962596334
91.75,11.826776283714226,20.22124057526263,10.087040310682866,0.05808734841326613,0.1160632569342332
92.0,11.789784102803448,20.284034533582968,10.091993037600208,0.0581158689829484,0.11569240045835588
92.25,11.753049449675483,20.34635974550134,10.096835099989976,0.05814375228060974,0.11532078842071687
92.5,11.716570738077463,20.408216528200967,10.101567318784573,0.05817100303367108,0.11494846828611655
92.75,11.680346391062567,20.4696052402635,10.106190510858731,0.05819762594618671,0.1145754867640645
93.0,11.644374840932212,20.530526280810324,10.11070548901496,0.05822362569876064,0.1142018898110736
93.25,11.608654529178258,20.590980088643875,10.115113061969009,0.05824900694846287,0.11382772263295426
93.5,11.573183906425207,20.650967141388925,10.119414034335357,0.05827377432874566,0.1134530296871085
93.75,11.537961433750912,20.710487983453145,10.12360921106021,0.05829793247497143,0.11307785587991741
94.0,11.502985582241768,20.769543217077732,10.127699396158377,0.05832148601713883,0.11270224623352552
94.25,11.468254827917882,20.828133396591486,10.131685376511905,0.05834443948658629,0.11232624153861094
94.5,11.433767657783948,20.88625915526138,10.135567941564393,0.05836679742940294,0.11194988365260243
94.75,11.399522567734811,20.943921161855535,10.139347876735538,0.05838856436850577,0.11157321373630877
95.0,11.36551806249984,21.00112011982972,10.143025963413542,0.05840974480359603,0.11119627225808826
95.25,11.331752655587275,21.05785676651389,10.146602978947596,0.0584303432111158,0.11081909899801828
95.5,11.298224869228603,21.114131872298717,10.150079696640288,0.058450364044204436,0.1104417330520649
95.75,11.26493323432292,21.16994623982212,10.153456885740066,0.05846981173265505,0.11006421283625231
96.0,11.231876290381294,21.22530070315581,10.156735311433682,0.05848869068287106,0.10968657609083256
96.25,11.19905258817254,21.280196235718492,10.159915741420217,0.05850700531572295,0.10930886126887719
96.5,11.16646068369683,21.3346337091511,10.162998931356695,0.05852475998273624,0.10893110448055136
96.75,11.134099141671928,21.3886140350563,10.165985633479712,0.05854195901573956,0.10855334131241724
97.0,11.10196653586255,21.442138179680803,10.168876597535911,0.05855860673222274,0.10817560702891235
97.25,11.070061448405603,21.495207138183513,10.171672569266025,0.05857470742660713,0.10779793625923163
97.5,11.038382469756312,21.547821933892514,10.174374290401586,0.05859026537022671,0.10742036300239484
97.75,11.006928198634332,21.59998361756216,10.176982498661644,0.05860528481130914,0.10704292063231376
98.0,10.97569724196986,21.65169326663005,10.17949792774947,0.05861976997495676,0.10666564190285936
98.25,10.944688214849744,21.702951984474097,10.181921307349278,0.05863372506312777,0.10628855895292925
98.5,10.913899741526516,21.75376092387354,10.184253364554015,0.058647154262858256,0.1059117035108924
98.75,10.883330457729654,21.804121340125636,10.186494827046637,0.058660061764581585,0.10553510734331921
99.0,10.852978999911846,21.854034346646387,10.188646408690243,0.05867245167914865,0.10515880025295771
99.25,10.82284401582165,21.903501156214105,10.19070882383263,0.0586843281202012,0.1047828120771373
99.5,10.792924161157826,21.952523005266425,10.19268278287087,0.05869569517863035,0.10440717207536146
99.75,10.763218099518403,22.001101153224482,10.194568992251984,0.05870655692258046,0.10403190893492797
100.0,10.733724502349741,22.0492368818171,10.19636815447364,0.058716917397453085,0.10365705077654956
100.25,10.704442048895602,22.09693149440498,10.198080968084827,0.0587267806259109,0.1032826251599741
100.5,10.675369426146212,22.144186315304893,10.19970812768654,0.05873615060788165,0.10290865908960524
100.75,10.646505328787319,22.19100268911384,10.201250323932452,0.05874503132056206,0.10253517902012269
101.0,10.61784846269978,22.23738205167491,10.202708248531112,0.05875342674722317,0.10216221140821766
101.25,10.589397538372946,22.283325797525773,10.204082585040014,0.05876134082419759,0.10178978171294213
101.5,10.561151272141819,22.328835305213612,10.205374010680774,0.05876877745133215,0.10141791459945312
101.75,10.53310838956008,22.37391200570763,10.206583201163047,0.058775740519766834,0.10104663447128466
102.0,10.505267623685924,22.418557348162807,10.207710828342268,0.05878223389844667,0.10067596522014129
102.25,10.47762771503405,22.462772799303078,10.208757560224454,0.05878826143414944,0.10030593023196827
102.5,10.450187411527644,22.506559842804492,10.209724060971004,0.05879382695151328,0.09993655239302153
102.75,10.422945468450378,22.549919978678396,10.210610990903493,0.05879893425306431,0.09956785409593774
103.0,10.395900648398381,22.59285472265461,10.211419006508486,0.05880358711924433,0.09919985724580443
103.25,10.36905172149272,22.635365611601767,10.212148760777916,0.05880778931037096,0.09883258328873598
103.5,10.342397469814296,22.677454306813498,10.212800908989667,0.05881154459992537,0.09846605360528247
103.75,10.315936674723744,22.71912230061098,10.21337609243726,0.05881485668085882,0.09810028842504623
104.0,10.289668128085918,22.76037117699457,10.213874952958056,0.058817729249254186,0.09773530780673156
104.25,10.263590628893304,22.801202533879103,10.214298128649565,0.05882016597965796,0.0973711313566162
104.5,10.237702983220624,22.841617982537436,10.214646253877595,0.058822170525127296,0.09700777823484642
104.75,10.212004004179422,22.881619147044006,10.214919959284412,0.058823746517276905,0.09664526716173219
105.0,10.186492511872661,22.921207663718363,10.215119871796897,0.058824897566326105,0.09628361642404229
105.25,10.161167333349312,22.9603851805687,10.215246614634703,0.05882562726114573,0.09592284388129932
105.5,10.136027302558947,22.99915335673542,10.215300807318403,0.0588259391693051,0.09556296697207495
105.75,10.111071262154045,23.03751392120335,10.215283067560552,0.058825836847961756,0.09520400263457689
106.0,10.086298061135706,23.075468598183583,10.215194008920989,0.05882532383035938,0.09484596742004417
106.25,10.061706552675739,23.113019038153983,10.215034238641902,0.058824403613361075,0.09448887759795939
106.5,10.03729559828144,23.150166952350915,10.214804361946312,0.05882307968220223,0.09413274896705161
106.75,10.01306406617784,23.18691406177751,10.214504980443959,0.05882135550131077,0.09377759693452553
107.0,9.989010831264332,23.22326209671266,10.214136692141539,0.058819234514366124,0.09342343652226201
107.25,9.965134775071315,23.25921279622006,10.213700091452939,0.05881672014435817,0.09307028237301836
107.5,9.94143478571683,23.29476790765727,10.213195769209475,0.05881381579364617,0.09271814875662882
107.75,9.917909757863189,23.329929186184746,10.21262431267012,0.05881052484401774,0.0923670495762049
108.0,9.894558592673608,23.36469839427485,10.211986305531768,0.05880685065674782,0.09201699837433583
108.25,9.871380201773157,23.399077421865243,10.21128233023915,0.05880279658590054,0.09166800773944862
108.5,9.848373497416505,23.43306799094228,10.210512962373238,0.05879836594601462,0.09132009077837078
108.75,9.825537400104277,23.466671885826937,10.209678775060539,0.05879356203749434,0.09097325997511417
109.0,9.802870837021494,23.499890906942554,10.208780338111396,0.058788388141647614,0.09062752742449998
109.25,9.7803727416848,23.53272686100221,10.207818217852557,0.058782847519721626,0.09028290488470614
109.5,9.758042053901267,23.565181560582705,10.206792977138637,0.05877694341296898,0.08993940378314477
109.75,9.735877719727167,23.597256823698565,10.205705175363594,0.058770679042713714,0.08959703522233972
110.0,9.713878691426778,23.62895447337601,10.204555368472214,0.05876405761041746,0.08925580998580401
110.25,9.692043927431172,23.66027633722693,10.203344108971567,0.05875708229774545,0.08891573854391738
110.5,9.67037239363236,23.69122428284851,10.202071946577389,0.05874975627028865,0.08857683081485455
110.75,9.648863063142564,23.721800212044055,10.200739428130664,0.05874208267708352,0.08823909620706384
111.0,9.627514910943155,23.752005917942988,10.199347095084633,0.058734064636140684,0.08790254459913939
111.25,9.606326920150554,23.781843253783762,10.197895486514875,0.05872570525177875,0.0875671851887733
111.5,9.585298079888753,23.811314076516837,10.196385138138908,0.0587170076089786,0.08723302688132133
111.75,9.56442738525029,23.840420246437166,10.194816582328695,0.0587079747734554,0.08690007829528065
112.0,9.543713837257211,23.869163626816643,10.193190348123164,0.05869860979173065,0.08656834776776742
112.25,9.523156442822051,23.897546083536557,10.191506961240702,0.05868891569120427,0.08623784335999447
112.5,9.502754214708785,23.925569484720064,10.189766944091678,0.05867889548022657,0.08590857286274897
112.75,9.48250617149382,23.953235700364655,10.187970815790962,0.05866855214817038,0.08558054380187018
113.0,9.462411340828655,23.980546679997357,10.186119093636973,0.05865788867394825,0.0852537628277783
113.25,9.442468752190507,24.007504281919182,10.184212289921502,0.05864690800764168,0.08492823706607604
113.5,9.422677440948357,24.03411036984464,10.182250913765618,0.05863561308107322,0.08460397335720686
113.75,9.403036448988486,24.06036682823882,10.180235471427356,0.05862400680957839,0.08428097813795253
114.0,9.383544823862259,24.08627554273334,10.178166465953051,0.05861209208999772,0.08395925759861536
114.25,9.36420161874928,24.111838399810342,10.176044397190795,0.058599871800754426,0.0836388176880887
114.5,9.345005892420538,24.137057286486552,10.173869761803928,0.05858734880193197,0.08331966411892769
114.75,9.32595670920156,24.16193408999729,10.171643053284521,0.05857452593535173,0.08300180237241973
115.0,9.307053138935563,24.186470697480473,10.169364761966847,0.05856140602465061,0.08268523770365512
115.25,9.288294257593815,24.210669011536464,10.167035375259813,0.05854799187661951,0.08236997500355275
115.5,9.269679148935115,24.23453099152315,10.16465537823431,0.05853428628458545,0.08205601842900397
115.75,9.251206897296756,24.258058477306676,10.162225251210357,0.05852029201451736,0.081743372993148
116.0,9.232876594597194,24.281253361624277,10.15974547215203,0.05850601181881712,0.08143204301456168
116.25,9.21468733812929,24.30411753654042,10.15721651594687,0.058491448432170086,0.08112203260192688
116.5,9.196638230525368,24.32665289317793,10.15463885442001,0.0584766045716264,0.080813345658677
116.75,9.178728379722303,24.348861321449075,10.152012956348306,0.058461482936682435,0.08050598588764332
117.0,9.16095689892658,24.37074470978667,10.149339287474463,0.05844608620936208,0.08019995679570155
117.25,9.143322906579364,24.39230494487517,10.146618310521166,0.058430417054298175,0.07989526169841818
117.5,9.125825526321579,24.41354391138179,10.143850485205219,0.058414478118813826,0.07959190372469703
117.75,9.10846388912887,24.43446354344968,10.141036268513696,0.058398272034512734,0.07928988528246995
118.0,9.091237129369478,24.455065731224376,10.138176114246246,0.05838180141464351,0.07898920903380606
118.25,9.074144385333051,24.47535233403235,10.135270473097298,0.058365068854573106,0.07868987775954038
118.5,9.057184801481908,24.495325234648888,10.132319792946278,0.05834807693345789,0.07839189379607495
118.75,9.040357527343264,24.51498631343658,10.129324518742166,0.058330828213579086,0.07809525930649938
119.0,9.023661717476132,24.534337448120063,10.126285092517868,0.0583133252404253,0.07779997628478322
119.25,9.007096531438211,24.55338051356068,10.123201953404541,0.058295570542775225,0.07750604655996837
119.5,8.9906611337528,24.572117381531225,10.120075537645969,0.05827756663278027,0.07721347180036164
119.75,8.974354693875679,24.59054992049062,10.116906278612893,0.05825931600604718,0.07692225351772702
120.0,8.9581763864278,24.608680001207553,10.113694606811983,0.0582408211416896,0.07663239300118634
120.25,8.942125397043734,24.626509625968772,10.11044094978081,0.05822208450172336,0.07634388976588906
120.5,8.926200905596799,24.644040559922562,10.10714573244198,0.058203108533105744,0.07605674598498173
120.75,8.910402101309517,24.66127466411326,10.103809376810133,0.05818389566604829,0.07577096248871061
121.0,8.894728178188357,24.678213795518207,10.100432302098287,0.05816444831462907,0.07548653996725459
121.25,8.879178334989964,24.69485980680765,10.097014924732198,0.05814476887687544,0.07520347897509538
121.5,8.86375177518739,24.711214546104657,10.093557658364723,0.058124859734846705,0.07492177993538768
121.75,8.848447706936309,24.727279856745035,10.09006091389018,0.058104723254716925,0.07464144314432916
122.0,8.833265343041253,24.74305757703727,10.08652509945872,0.05808436178685755,0.0743624687755308
122.25,8.818203900921842,24.75854954002241,10.082950620490685,0.058063777665920184,0.07408485688438679
122.5,8.803262602579002,24.773757573234008,10.079337879690971,0.05804297321091926,0.07380860741244487
122.75,8.788440674561194,24.788683498458028,10.075687277063405,0.05802195072531482,0.07353372019177631
123.0,8.773737347930647,24.80332913149276,10.071999209925085,0.05800071249709515,0.07326019494934612
123.25,8.759151858229576,24.817696281908752,10.06827407292077,0.05797926079885959,0.07298803131138315
123.5,8.74468344544642,24.831786752808718,10.064512258037226,0.057957597887901155,0.07271722880775022
123.75,8.730331368431084,24.845602637772316,10.060714154160792,0.05793572600365858,0.0724477831711863
124.0,8.716094874712804,24.85914570053004,10.056880148044886,0.05791364737328813,0.0721796940725486
124.25,8.701973211789104,24.872417607607158,10.053010623966392,0.05789136420968481,0.07191296222171971
124.5,8.687965638134983,24.885420155212856,10.049105963390904,0.05786887870955448,0.0716475865402633
124.75,8.674071416574229,24.898155133357474,10.045166545195597,0.05784619305469726,0.07138356585690807
125.0,8.660289814247403,24.91062432564839,10.041192745683531,0.057823309412090004,0.07112089891146924
125.25,8.646620102579808,24.92282950908593,10.03718493859795,0.05780022993396864,0.07085958435877025
125.5,8.633061557249473,24.934772453859264,10.033143495136603,0.057776956757910586,0.07059962077256436
125.75,8.619613458155124,24.946454923142287,10.029068783966048,0.057753492006917165,0.07034100664945618
126.0,8.606275089384157,24.9578786728895,10.024961171235962,0.057729837789495995,0.07008374041282332
126.25,8.593045739180624,24.96904545163194,10.020821020593447,0.057705996199743356,0.06982782041673799
126.5,8.579924699913196,24.97995700027304,10.016648693197343,0.05768196931742664,0.06957324494988862
126.75,8.566911268043155,24.990615051884546,10.01244454773253,0.057657759208066726,0.06932001223950142
127.0,8.55400474409235,25.001021331502397,10.008208940424245,0.057633367923020346,0.06906812045526199
127.25,8.541204440869347,25.011177722427917,10.00394222455386,0.0576087974966916,0.06881756557294672
127.5,8.528509687983872,25.02108635769226,9.999644750198739,0.057584049945033744,0.0685683402000197
127.75,8.515919779182202,25.030748558645985,9.995316867423828,0.05755912728392926,0.06832044722049886
128.0,8.503434032385545,25.040166045926487,9.990958922669689,0.05753403150838884,0.06807388423025189
128.25,8.491051769525294,25.049340533327204,9.986571259982144,0.0575087645996329,0.0678286487587758
128.5,8.478772316514439,25.05827372766274,9.982154221026395,0.05748332852517282,0.06758473827222812
128.75,8.466595003218979,25.06696732863407,9.977708145101122,0.05745772523889207,0.0673421501764581
129.0,8.454519163429328,25.07542302869367,9.973233369152574,0.05743195668112749,0.06710088182003783
129.25,8.442544134831735,25.083642512910707,9.968730227788685,0.057406024778750446,0.06686093049729343
129.5,8.43066925897969,25.09162745883619,9.964199053293163,0.05737993144524809,0.06662229345133629
129.75,8.41889388126534,25.09937953636814,9.9596401756396,0.05735367858080447,0.06638496787709416
130.0,8.407217350890893,25.106900407616745,9.955053922505567,0.057327268072381844,0.06614895092434243
130.25,8.395639020840038,25.114191726769548,9.950440619286722,0.05730070179380179,0.0659142397007352
130.5,8.384158247849356,25.121255139956585,9.945800589110906,0.05727398160582648,0.06568083127483655
130.75,8.372774392379723,25.128092285115557,9.941134152852241,0.057247109356239834,0.06544872267915164
131.0,8.36148684787673,25.13470528668411,9.936441625309271,0.05722008685783849,0.06521790405559771
131.25,8.35029496646338,25.14109550055288,9.931723324947313,0.057192915944535266,0.06498837604973172
131.5,8.339198117176876,25.14726449830319,9.926979566281572,0.05716559842749565,0.06476013617185708
131.75,8.328195676594659,25.153213909185627,9.922210661115182,0.057138136102267374,0.06453318098812594
132.0,8.317287024985413,25.158945355440665,9.917416919053691,0.05711053075174314,0.0643075070180605
132.25,8.306471546283948,25.164460452222485,9.912598647518685,0.05708278414623911,0.06408311073677138
132.5,8.295748628066079,25.1697608075228,9.907756151761452,0.05705489804357354,0.06385998857717613
132.75,8.28511766152351,25.174848022094636,9.902889734876617,0.05702687418914537,0.06363813693221756
133.0,8.274578041438716,25.179723689376168,9.897999697815795,0.05699871431601278,0.06341755215708215
133.25,8.264129166159831,25.184389395414527,9.893086339401233,0.05697042014497179,0.06319823057141859
133.5,8.253770437575525,25.188846718789613,9.88814995633946,0.05694199338463488,0.06298016846155605
133.75,8.243501261089893,25.193097230537894,9.883190843234939,0.05691343573150952,0.06276336208272267
134.0,8.23332104559733,25.197142494076232,9.878209292603698,0.056884748870076766,0.06254780766126397
134.25,8.223229203457425,25.200984065125695,9.873205594886993,0.056855934472869886,0.062333501396861314
134.5,8.213225158907806,25.204623622020737,9.8681800355947,0.056826994184024204,0.06212043730582139
134.75,8.203308335861703,25.20806277746639,9.863132899461172,0.0567979296432092,0.06190861033896869
135.0,8.193478149669161,25.211302951542606,9.85806447325286,0.0567687425017965,0.0616980184854045
135.25,8.1837340271111,25.214345680968695,9.852975038972245,0.05673943438372386,0.06148865765264416
135.5,8.174075398368243,25.217192495317608,9.847864876594782,0.05671000690125622,0.06128052371722597
135.75,8.16450169699794,25.21984491696947,9.842734264081896,0.05668046165506051,0.06107361252643673
136.0,8.15501235991097,25.222304461065182,9.837583477393967,0.05665080023428046,0.060867919900037475
136.25,8.145606827348347,25.22457263545997,9.832412790503321,0.05662102421661141,0.06066344163198909
136.5,8.136284542858139,25.226650940676983,9.827222475407225,0.05659113516837514,0.06046017349217794
136.75,8.12704495327226,25.228540869860847,9.822012802140886,0.056561134644594654,0.06025811122814149
137.0,8.117887508683305,25.230243908731225,9.816784038790422,0.056531024189069023,0.06005725056679399
137.25,8.108811662421326,25.231761535536425,9.811536451505875,0.05650080533444816,0.05985758721615207
137.5,8.099816871030672,25.23309522100695,9.80627030451419,0.056470479602307694,0.059659116867060435
137.75,8.090902594246778,25.234246428309064,9.800985860132206,0.056440048503223726,0.05946183519491743
138.0,8.08206829634712,25.235216623278166,9.795683378257909,0.05640951353384308,0.05926573764418048
138.25,8.073313459551207,25.236007374789633,9.790363111286675,0.056378876147608094,0.059070817308193135
138.5,8.064637540903442,25.236620032331476,9.785025320486866,0.05634813784905712,0.058877071743081065
138.75,8.056040013437853,25.237056034080155,9.779670260373933,0.05631730010384119,0.05868449645860512
139.0,8.047520353321369,25.237316810847815,9.774298183596256,0.05628636436685963,0.05849308694857815
139.25,8.039078039832486,25.23740378604986,9.768909340947417,0.05625533208233075,0.05830283869229496
139.5,8.030712555339955,25.23731837567253,9.763503981378495,0.056224204683862564,0.05811374715596209
139.75,8.02242338528146,25.237061988240466,9.758082352010332,0.05619298359452353,0.057925807794127815
140.0,8.014210018142295,25.236636024784282,9.75264469814582,0.0561616702269133,0.05773901605111192
140.25,8.006071945434053,25.23604187880813,9.74719126328219,0.05613026598323337,0.057553367362435624
140.5,7.998008661673298,25.235280936257272,9.74172228912328,0.05609877225535788,0.05736885715625147
140.75,7.99001966436024,25.23435457548564,9.73623801559182,0.056067190424904274,0.05718548085477321
141.0,7.982104453957429,25.233264167223414,9.73073868084172,0.05603552186330406,0.05700323387570563
141.25,7.9742625338684245,25.2320110745446,9.725224521270345,0.05600376793187351,0.05682211163367451
141.5,7.96649341041648,25.230596652834574,9.7196957715308,0.05597192998188441,0.05664210954165643
141.75,7.9587966012293805,25.22902234433545,9.714152660067713,0.05594000932885636,0.05646322117498507
142.0,7.951171616756756,25.22728947040464,9.708595418960664,0.055908007309241274,0.05628544230807811
142.25,7.9436179692251185,25.225399332475458,9.703024279156331,0.05587592525296715,0.05610876895381003
142.5,7.936135176972246,25.22335326103083,9.697439468161242,0.055843764470151526,0.05593319641286818
142.75,7.928722761189373,25.22115257915701,9.69184121177758,0.0558115262610973,0.05575871998261807
143.0,7.921380245901151,25.218798602525577,9.686229734114773,0.05577921191635947,0.05558533495825293
143.25,7.914107157945605,25.21629263937543,9.680605257601096,0.05574682271681196,0.05541303663394331
143.5,7.9069030269541,25.21363599049478,9.67496800299527,0.0557143599337144,0.055241820303986756
143.75,7.899767385331309,25.210829949203152,9.669318189398057,0.05568182482877893,0.05507168126395729
144.0,7.892699768235161,25.207875801333376,9.663656034263862,0.05564921865423696,0.05490261481185517
144.25,7.8856997135568205,25.204774825213583,9.657981753412333,0.05561654265290596,0.05473461624925638
144.5,7.878766761900633,25.201528291649204,9.652295561039951,0.05558379805825632,0.054567680882462284
144.75,7.871900456564099,25.19813746390496,9.646597669731634,0.05555098609447803,0.05440180402364924
145.0,7.865100343517833,25.19460359768685,9.640888290472336,0.05551810797654756,0.054236980992018194
145.25,7.858365977241888,25.190927985771214,9.63516763082148,0.05548516489971504,0.05407320631502604
145.5,7.851696920606726,25.18711195723196,9.629435894955598,0.05545215803974992,0.05391047374305735
145.75,7.845092716512602,25.183156661363252,9.623693292570513,0.055419088604205156,0.05374878012159901
146.0,7.838552922328945,25.179063330368898,9.617940028082856,0.05538595777023284,0.053588120685595216
146.25,7.832077098065853,25.174833189320438,9.612176304346024,0.05535276670598313,0.05342849067350942
146.5,7.825664806356236,25.170467456155755,9.606402322661111,0.055319516570667,0.05326988532817616
